hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
362,GTO Baseline,-61,4654,10000004109
362,Callbox,64,-3565,9999995891
363,Callbox,4,-3561,9999995893
363,GTO Baseline,-1,4653,10000004107
364,GTO Baseline,-53,4600,10000004052
364,Callbox,56,-3505,9999995948
365,Callbox,122,-3383,9999996068
365,GTO Baseline,-119,4481,10000003932
366,GTO Baseline,4,4485,10000003934
366,Callbox,-1,-3384,9999996066
367,Callbox,-4,-3388,9999996060
367,GTO Baseline,7,4492,10000003940
368,GTO Baseline,4,4496,10000003942
368,Callbox,-1,-3389,9999996058
369,Callbox,39,-3350,9999996095
369,GTO Baseline,-36,4460,10000003905
370,GTO Baseline,49,4509,10000003952
370,Callbox,-46,-3396,9999996048
371,Callbox,-53,-3449,9999995993
371,GTO Baseline,56,4565,10000004007
372,GTO Baseline,0,4565,10000004005
372,Callbox,3,-3446,9999995995
373,Callbox,20,-3426,9999996013
373,GTO Baseline,-17,4548,10000003987
374,GTO Baseline,-16,4532,10000003969
374,Callbox,19,-3407,9999996031
375,Callbox,-61,-3468,9999995968
375,GTO Baseline,64,4596,10000004032
376,GTO Baseline,69,4665,10000004099
376,Callbox,-66,-3534,9999995901
377,Callbox,4,-3530,9999995903
377,GTO Baseline,-1,4664,10000004097
378,GTO Baseline,23,4687,10000004118
378,Callbox,-20,-3550,9999995882
379,Callbox,0,-3550,9999995880
379,GTO Baseline,3,4690,10000004120
380,GTO Baseline,0,4690,10000004118
380,Callbox,3,-3547,9999995882
381,Callbox,39,-3508,9999995919
381,GTO Baseline,-36,4654,10000004081
382,GTO Baseline,179,4833,10000004258
382,Callbox,-176,-3684,9999995742
383,Callbox,8,-3676,9999995748
383,GTO Baseline,-5,4828,10000004252
384,GTO Baseline,7,4835,10000004257
384,Callbox,-4,-3680,9999995743
385,Callbox,8,-3672,9999995749
385,GTO Baseline,-5,4830,10000004251
386,GTO Baseline,2,4832,10000004251
386,Callbox,1,-3671,9999995749
387,Callbox,177,-3494,9999995924
387,GTO Baseline,-174,4658,10000004076
388,GTO Baseline,-54,4604,10000004020
388,Callbox,57,-3437,9999995980
389,Callbox,0,-3437,9999995978
389,GTO Baseline,3,4607,10000004022
390,GTO Baseline,8,4615,10000004028
390,Callbox,-5,-3442,9999995972
391,Callbox,4,-3438,9999995974
391,GTO Baseline,-1,4614,10000004026
392,GTO Baseline,0,4614,10000004024
392,Callbox,3,-3435,9999995976
393,Callbox,4,-3431,9999995978
393,GTO Baseline,-1,4613,10000004022
394,GTO Baseline,-16,4597,10000004004
394,Callbox,19,-3412,9999995996
395,Callbox,-108,-3520,9999995886
395,GTO Baseline,111,4708,10000004114
396,GTO Baseline,8,4716,10000004120
396,Callbox,-5,-3525,9999995880
397,Callbox,-67,-3592,9999995811
397,GTO Baseline,70,4786,10000004189
398,GTO Baseline,69,4855,10000004256
398,Callbox,-66,-3658,9999995744
399,Callbox,-18,-3676,9999995724
399,GTO Baseline,21,4876,10000004276
400,GTO Baseline,0,4876,10000004274
400,Callbox,3,-3673,9999995726
401,Callbox,8,-3665,9999995732
401,GTO Baseline,-5,4871,10000004268
402,GTO Baseline,72,4943,10000004338
402,Callbox,-69,-3734,9999995662
403,Callbox,-53,-3787,9999995607
403,GTO Baseline,56,4999,10000004393
404,GTO Baseline,207,5206,10000004598
404,Callbox,-204,-3991,9999995402
405,Callbox,-18,-4009,9999995382
405,GTO Baseline,21,5227,10000004618
406,GTO Baseline,57,5284,10000004673
406,Callbox,-54,-4063,9999995327
407,Callbox,21,-4042,9999995346
407,GTO Baseline,-18,5266,10000004654
408,GTO Baseline,4,5270,10000004656
408,Callbox,-1,-4043,9999995344
409,Callbox,39,-4004,9999995381
409,GTO Baseline,-36,5234,10000004619
410,GTO Baseline,4,5238,10000004621
410,Callbox,-1,-4005,9999995379
411,Callbox,163,-3842,9999995540
411,GTO Baseline,-160,5078,10000004460
412,GTO Baseline,77,5155,10000004535
412,Callbox,-74,-3916,9999995465
413,Callbox,8,-3908,9999995471
413,GTO Baseline,-5,5150,10000004529
414,GTO Baseline,0,5150,10000004527
414,Callbox,3,-3905,9999995473
415,Callbox,-16,-3921,9999995455
415,GTO Baseline,19,5169,10000004545
416,GTO Baseline,58,5227,10000004601
416,Callbox,-55,-3976,9999995399
417,Callbox,2,-3974,9999995399
417,GTO Baseline,1,5228,10000004601
418,GTO Baseline,0,5228,10000004599
418,Callbox,3,-3971,9999995401
419,Callbox,20,-3951,9999995419
419,GTO Baseline,-17,5211,10000004581
420,GTO Baseline,217,5428,10000004796
420,Callbox,-214,-4165,9999995204
421,Callbox,4,-4161,9999995206
421,GTO Baseline,-1,5427,10000004794
422,GTO Baseline,58,5485,10000004850
422,Callbox,-55,-4216,9999995150
423,Callbox,-71,-4287,9999995077
423,GTO Baseline,74,5559,10000004923
424,GTO Baseline,0,5559,10000004921
424,Callbox,3,-4284,9999995079
425,Callbox,-53,-4337,9999995024
425,GTO Baseline,56,5615,10000004976
426,GTO Baseline,0,5615,10000004974
426,Callbox,3,-4334,9999995026
427,Callbox,0,-4334,9999995024
427,GTO Baseline,3,5618,10000004976
428,GTO Baseline,48,5666,10000005022
428,Callbox,-45,-4379,9999994978
429,Callbox,71,-4308,9999995047
429,GTO Baseline,-68,5598,10000004953
430,GTO Baseline,4,5602,10000004955
430,Callbox,-1,-4309,9999995045
431,Callbox,4,-4305,9999995047
431,GTO Baseline,-1,5601,10000004953
432,GTO Baseline,2,5603,10000004953
432,Callbox,1,-4304,9999995047
433,Callbox,6,-4298,9999995051
433,GTO Baseline,-3,5600,10000004949
434,GTO Baseline,4,5604,10000004951
434,Callbox,-1,-4299,9999995049
435,Callbox,58,-4241,9999995105
435,GTO Baseline,-55,5549,10000004895
436,GTO Baseline,-61,5488,10000004832
436,Callbox,64,-4177,9999995168
437,Callbox,-54,-4231,9999995112
437,GTO Baseline,57,5545,10000004888
438,GTO Baseline,21,5566,10000004907
438,Callbox,-18,-4249,9999995093
439,Callbox,-162,-4411,9999994929
439,GTO Baseline,165,5731,10000005071
440,GTO Baseline,-4,5727,10000005065
440,Callbox,7,-4404,9999994935
441,Callbox,4,-4400,9999994937
441,GTO Baseline,-1,5726,10000005063
442,GTO Baseline,0,5726,10000005061
442,Callbox,3,-4397,9999994939
443,Callbox,4,-4393,9999994941
443,GTO Baseline,-1,5725,10000005059
444,GTO Baseline,77,5802,10000005134
444,Callbox,-74,-4467,9999994866
445,Callbox,70,-4397,9999994934
445,GTO Baseline,-67,5735,10000005066
446,GTO Baseline,2,5737,10000005066
446,Callbox,1,-4396,9999994934
447,Callbox,54,-4342,9999994986
447,GTO Baseline,-51,5686,10000005014
448,GTO Baseline,0,5686,10000005012
448,Callbox,3,-4339,9999994988
449,Callbox,2,-4337,9999994988
449,GTO Baseline,1,5687,10000005012
450,GTO Baseline,57,5744,10000005067
450,Callbox,-54,-4391,9999994933
451,Callbox,7,-4384,9999994938
451,GTO Baseline,-4,5740,10000005062
452,GTO Baseline,0,5740,10000005060
452,Callbox,3,-4381,9999994940
453,Callbox,0,-4381,9999994938
453,GTO Baseline,3,5743,10000005062
454,GTO Baseline,-4,5739,10000005056
454,Callbox,7,-4374,9999994944
455,Callbox,0,-4374,9999994942
455,GTO Baseline,3,5742,10000005058
456,GTO Baseline,0,5742,10000005056
456,Callbox,3,-4371,9999994944
457,Callbox,0,-4371,9999994942
457,GTO Baseline,3,5745,10000005058
458,GTO Baseline,69,5814,10000005125
458,Callbox,-66,-4437,9999994875
459,Callbox,4,-4433,9999994877
459,GTO Baseline,-1,5813,10000005123
460,GTO Baseline,8,5821,10000005129
460,Callbox,-5,-4438,9999994871
461,Callbox,-4,-4442,9999994865
461,GTO Baseline,7,5828,10000005135
462,GTO Baseline,-3,5825,10000005130
462,Callbox,6,-4436,9999994870
463,Callbox,4,-4432,9999994872
463,GTO Baseline,-1,5824,10000005128
464,GTO Baseline,58,5882,10000005184
464,Callbox,-55,-4487,9999994816
465,Callbox,58,-4429,9999994872
465,GTO Baseline,-55,5827,10000005128
466,GTO Baseline,70,5897,10000005196
466,Callbox,-67,-4496,9999994804
467,Callbox,4,-4492,9999994806
467,GTO Baseline,-1,5896,10000005194
468,GTO Baseline,151,6047,10000005343
468,Callbox,-148,-4640,9999994657
469,Callbox,4,-4636,9999994659
469,GTO Baseline,-1,6046,10000005341
470,GTO Baseline,-53,5993,10000005286
470,Callbox,56,-4580,9999994714
471,Callbox,-4,-4584,9999994708
471,GTO Baseline,7,6000,10000005292
472,GTO Baseline,4,6004,10000005294
472,Callbox,-1,-4585,9999994706
473,Callbox,4,-4581,9999994708
473,GTO Baseline,-1,6003,10000005292
474,GTO Baseline,4,6007,10000005294
474,Callbox,-1,-4582,9999994706
475,Callbox,-112,-4694,9999994592
475,GTO Baseline,115,6122,10000005408
476,GTO Baseline,-16,6106,10000005390
476,Callbox,19,-4675,9999994610
477,Callbox,0,-4675,9999994608
477,GTO Baseline,3,6109,10000005392
478,GTO Baseline,4,6113,10000005394
478,Callbox,-1,-4676,9999994606
479,Callbox,0,-4676,9999994604
479,GTO Baseline,3,6116,10000005396
480,GTO Baseline,203,6319,10000005597
480,Callbox,-200,-4876,9999994403
481,Callbox,20,-4856,9999994421
481,GTO Baseline,-17,6302,10000005579
482,GTO Baseline,-146,6156,10000005431
482,Callbox,149,-4707,9999994569
483,Callbox,2,-4705,9999994569
483,GTO Baseline,1,6157,10000005431
484,GTO Baseline,0,6157,10000005429
484,Callbox,3,-4702,9999994571
485,Callbox,147,-4555,9999994716
485,GTO Baseline,-144,6013,10000005284
486,GTO Baseline,20,6033,10000005302
486,Callbox,-17,-4572,9999994698
487,Callbox,4,-4568,9999994700
487,GTO Baseline,-1,6032,10000005300
488,GTO Baseline,-156,5876,10000005142
488,Callbox,159,-4409,9999994858
489,Callbox,-163,-4572,9999994693
489,GTO Baseline,166,6042,10000005307
490,GTO Baseline,-61,5981,10000005244
490,Callbox,64,-4508,9999994756
491,Callbox,8,-4500,9999994762
491,GTO Baseline,-5,5976,10000005238
492,GTO Baseline,65,6041,10000005301
492,Callbox,-62,-4562,9999994699
493,Callbox,0,-4562,9999994697
493,GTO Baseline,3,6044,10000005303
494,GTO Baseline,57,6101,10000005358
494,Callbox,-54,-4616,9999994642
495,Callbox,-2,-4618,9999994638
495,GTO Baseline,5,6106,10000005362
496,GTO Baseline,-53,6053,10000005307
496,Callbox,56,-4562,9999994693
497,Callbox,4,-4558,9999994695
497,GTO Baseline,-1,6052,10000005305
498,GTO Baseline,-72,5980,10000005231
498,Callbox,75,-4483,9999994769
499,Callbox,4,-4479,9999994771
499,GTO Baseline,-1,5979,10000005229
