hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
28,GTO Baseline,76,540,10000000496
28,Callbox,-73,-453,9999999504
29,Callbox,8,-445,9999999510
29,GTO Baseline,-5,535,10000000490
30,GTO Baseline,4,539,10000000492
30,Callbox,-1,-446,9999999508
31,Callbox,4,-442,9999999510
31,GTO Baseline,-1,538,10000000490
32,GTO Baseline,-4,534,10000000484
32,Callbox,7,-435,9999999516
33,Callbox,0,-435,9999999514
33,GTO Baseline,3,537,10000000486
34,GTO Baseline,8,545,10000000492
34,Callbox,-5,-440,9999999508
35,Callbox,-62,-502,9999999444
35,GTO Baseline,65,610,10000000556
36,GTO Baseline,7,617,10000000561
36,Callbox,-4,-506,9999999439
37,Callbox,0,-506,9999999437
37,GTO Baseline,3,620,10000000563
38,GTO Baseline,-64,556,10000000497
38,Callbox,67,-439,9999999503
39,Callbox,39,-400,9999999540
39,GTO Baseline,-36,520,10000000460
40,GTO Baseline,72,592,10000000530
40,Callbox,-69,-469,9999999470
41,Callbox,-13,-482,9999999455
41,GTO Baseline,16,608,10000000545
42,GTO Baseline,0,608,10000000543
42,Callbox,3,-479,9999999457
43,Callbox,-4,-483,9999999451
43,GTO Baseline,7,615,10000000549
44,GTO Baseline,2,617,10000000549
44,Callbox,1,-482,9999999451
45,Callbox,8,-474,9999999457
45,GTO Baseline,-5,612,10000000543
46,GTO Baseline,214,826,10000000755
46,Callbox,-211,-685,9999999245
47,Callbox,4,-681,9999999247
47,GTO Baseline,-1,825,10000000753
48,GTO Baseline,57,882,10000000808
48,Callbox,-54,-735,9999999192
49,Callbox,-139,-874,9999999051
49,GTO Baseline,142,1024,10000000949
50,GTO Baseline,0,1024,10000000947
50,Callbox,3,-871,9999999053
51,Callbox,0,-871,9999999051
51,GTO Baseline,3,1027,10000000949
52,GTO Baseline,4,1031,10000000951
52,Callbox,-1,-872,9999999049
53,Callbox,-2,-874,9999999045
53,GTO Baseline,5,1036,10000000955
54,GTO Baseline,17,1053,10000000970
54,Callbox,-14,-888,9999999030
55,Callbox,-64,-952,9999998964
55,GTO Baseline,67,1120,10000001036
56,GTO Baseline,65,1185,10000001099
56,Callbox,-62,-1014,9999998901
57,Callbox,-169,-1183,9999998730
57,GTO Baseline,172,1357,10000001270
58,GTO Baseline,0,1357,10000001268
58,Callbox,3,-1180,9999998732
59,Callbox,143,-1037,9999998873
59,GTO Baseline,-140,1217,10000001127
60,GTO Baseline,0,1217,10000001125
60,Callbox,3,-1034,9999998875
61,Callbox,0,-1034,9999998873
61,GTO Baseline,3,1220,10000001127
62,GTO Baseline,4,1224,10000001129
62,Callbox,-1,-1035,9999998871
63,Callbox,4,-1031,9999998873
63,GTO Baseline,-1,1223,10000001127
64,GTO Baseline,58,1281,10000001183
64,Callbox,-55,-1086,9999998817
65,Callbox,-54,-1140,9999998761
65,GTO Baseline,57,1338,10000001239
66,GTO Baseline,4,1342,10000001241
66,Callbox,-1,-1141,9999998759
67,Callbox,-19,-1160,9999998738
67,GTO Baseline,22,1364,10000001262
68,GTO Baseline,-203,1161,10000001057
68,Callbox,206,-954,9999998943
69,Callbox,-4,-958,9999998937
69,GTO Baseline,7,1168,10000001063
70,GTO Baseline,4,1172,10000001065
70,Callbox,-1,-959,9999998935
71,Callbox,8,-951,9999998941
71,GTO Baseline,-5,1167,10000001059
72,GTO Baseline,62,1229,10000001119
72,Callbox,-59,-1010,9999998881
73,Callbox,4,-1006,9999998883
73,GTO Baseline,-1,1228,10000001117
74,GTO Baseline,65,1293,10000001180
74,Callbox,-62,-1068,9999998820
75,Callbox,4,-1064,9999998822
75,GTO Baseline,-1,1292,10000001178
76,GTO Baseline,145,1437,10000001321
76,Callbox,-142,-1206,9999998679
77,Callbox,4,-1202,9999998681
77,GTO Baseline,-1,1436,10000001319
78,GTO Baseline,-53,1383,10000001264
78,Callbox,56,-1146,9999998736
79,Callbox,0,-1146,9999998734
79,GTO Baseline,3,1386,10000001266
80,GTO Baseline,4,1390,10000001268
80,Callbox,-1,-1147,9999998732
81,Callbox,4,-1143,9999998734
81,GTO Baseline,-1,1389,10000001266
82,GTO Baseline,-4,1385,10000001260
82,Callbox,7,-1136,9999998740
83,Callbox,0,-1136,9999998738
83,GTO Baseline,3,1388,10000001262
84,GTO Baseline,0,1388,10000001260
84,Callbox,3,-1133,9999998740
85,Callbox,23,-1110,9999998761
85,GTO Baseline,-20,1368,10000001239
86,GTO Baseline,2,1370,10000001239
86,Callbox,1,-1109,9999998761
87,Callbox,-160,-1269,9999998599
87,GTO Baseline,163,1533,10000001401
88,GTO Baseline,4,1537,10000001403
88,Callbox,-1,-1270,9999998597
89,Callbox,8,-1262,9999998603
89,GTO Baseline,-5,1532,10000001397
90,GTO Baseline,-54,1478,10000001341
90,Callbox,57,-1205,9999998659
91,Callbox,0,-1205,9999998657
91,GTO Baseline,3,1481,10000001343
92,GTO Baseline,4,1485,10000001345
92,Callbox,-1,-1206,9999998655
93,Callbox,4,-1202,9999998657
93,GTO Baseline,-1,1484,10000001343
94,GTO Baseline,4,1488,10000001345
94,Callbox,-1,-1203,9999998655
95,Callbox,-61,-1264,9999998592
95,GTO Baseline,64,1552,10000001408
96,GTO Baseline,4,1556,10000001410
96,Callbox,-1,-1265,9999998590
97,Callbox,143,-1122,9999998731
97,GTO Baseline,-140,1416,10000001269
98,GTO Baseline,0,1416,10000001267
98,Callbox,3,-1119,9999998733
99,Callbox,20,-1099,9999998751
99,GTO Baseline,-17,1399,10000001249
100,GTO Baseline,0,1399,10000001247
100,Callbox,3,-1096,9999998753
101,Callbox,4,-1092,9999998755
101,GTO Baseline,-1,1398,10000001245
102,GTO Baseline,8,1406,10000001251
102,Callbox,-5,-1097,9999998749
103,Callbox,0,-1097,9999998747
103,GTO Baseline,3,1409,10000001253
104,GTO Baseline,-19,1390,10000001232
104,Callbox,22,-1075,9999998768
105,Callbox,2,-1073,9999998768
105,GTO Baseline,1,1391,10000001232
106,GTO Baseline,182,1573,10000001412
106,Callbox,-179,-1252,9999998588
107,Callbox,4,-1248,9999998590
107,GTO Baseline,-1,1572,10000001410
108,GTO Baseline,-16,1556,10000001392
108,Callbox,19,-1229,9999998608
109,Callbox,-54,-1283,9999998552
109,GTO Baseline,57,1613,10000001448
110,GTO Baseline,168,1781,10000001614
110,Callbox,-165,-1448,9999998386
111,Callbox,117,-1331,9999998501
111,GTO Baseline,-114,1667,10000001499
112,GTO Baseline,4,1671,10000001501
112,Callbox,-1,-1332,9999998499
113,Callbox,0,-1332,9999998497
113,GTO Baseline,3,1674,10000001503
114,GTO Baseline,4,1678,10000001505
114,Callbox,-1,-1333,9999998495
115,Callbox,-114,-1447,9999998379
115,GTO Baseline,117,1795,10000001621
116,GTO Baseline,4,1799,10000001623
116,Callbox,-1,-1448,9999998377
117,Callbox,-49,-1497,9999998326
117,GTO Baseline,52,1851,10000001674
118,GTO Baseline,-140,1711,10000001532
118,Callbox,143,-1354,9999998468
119,Callbox,4,-1350,9999998470
119,GTO Baseline,-1,1710,10000001530
120,GTO Baseline,0,1710,10000001528
120,Callbox,3,-1347,9999998472
121,Callbox,0,-1347,9999998470
121,GTO Baseline,3,1713,10000001530
122,GTO Baseline,0,1713,10000001528
122,Callbox,3,-1344,9999998472
123,Callbox,0,-1344,9999998470
123,GTO Baseline,3,1716,10000001530
124,GTO Baseline,4,1720,10000001532
124,Callbox,-1,-1345,9999998468
125,Callbox,4,-1341,9999998470
125,GTO Baseline,-1,1719,10000001530
126,GTO Baseline,-18,1701,10000001510
126,Callbox,21,-1320,9999998490
127,Callbox,4,-1316,9999998492
127,GTO Baseline,-1,1700,10000001508
128,GTO Baseline,57,1757,10000001563
128,Callbox,-54,-1370,9999998437
129,Callbox,-190,-1560,9999998245
129,GTO Baseline,193,1950,10000001755
130,GTO Baseline,164,2114,10000001917
130,Callbox,-161,-1721,9999998083
131,Callbox,39,-1682,9999998120
131,GTO Baseline,-36,2078,10000001880
132,GTO Baseline,-195,1883,10000001683
132,Callbox,198,-1484,9999998317
133,Callbox,70,-1414,9999998385
133,GTO Baseline,-67,1816,10000001615
134,GTO Baseline,0,1816,10000001613
134,Callbox,3,-1411,9999998387
135,Callbox,8,-1403,9999998393
135,GTO Baseline,-5,1811,10000001607
136,GTO Baseline,17,1828,10000001622
136,Callbox,-14,-1417,9999998378
137,Callbox,4,-1413,9999998380
137,GTO Baseline,-1,1827,10000001620
138,GTO Baseline,-53,1774,10000001565
138,Callbox,56,-1357,9999998435
139,Callbox,0,-1357,9999998433
139,GTO Baseline,3,1777,10000001567
140,GTO Baseline,-170,1607,10000001395
140,Callbox,173,-1184,9999998605
141,Callbox,4,-1180,9999998607
141,GTO Baseline,-1,1606,10000001393
142,GTO Baseline,0,1606,10000001391
142,Callbox,3,-1177,9999998609
143,Callbox,-3,-1180,9999998604
143,GTO Baseline,6,1612,10000001396
144,GTO Baseline,21,1633,10000001415
144,Callbox,-18,-1198,9999998585
145,Callbox,4,-1194,9999998587
145,GTO Baseline,-1,1632,10000001413
146,GTO Baseline,58,1690,10000001469
146,Callbox,-55,-1249,9999998531
147,Callbox,-53,-1302,9999998476
147,GTO Baseline,56,1746,10000001524
148,GTO Baseline,0,1746,10000001522
148,Callbox,3,-1299,9999998478
149,Callbox,-4,-1303,9999998472
149,GTO Baseline,7,1753,10000001528
150,GTO Baseline,-4,1749,10000001522
150,Callbox,7,-1296,9999998478
151,Callbox,-16,-1312,9999998460
151,GTO Baseline,19,1768,10000001540
152,GTO Baseline,-146,1622,10000001392
152,Callbox,149,-1163,9999998608
153,Callbox,0,-1163,9999998606
153,GTO Baseline,3,1625,10000001394
154,GTO Baseline,4,1629,10000001396
154,Callbox,-1,-1164,9999998604
155,Callbox,2,-1162,9999998604
155,GTO Baseline,1,1630,10000001396
156,GTO Baseline,4,1634,10000001398
156,Callbox,-1,-1163,9999998602
157,Callbox,4,-1159,9999998604
157,GTO Baseline,-1,1633,10000001396
158,GTO Baseline,57,1690,10000001451
158,Callbox,-54,-1213,9999998549
159,Callbox,-16,-1229,9999998531
159,GTO Baseline,19,1709,10000001469
160,GTO Baseline,20,1729,10000001487
160,Callbox,-17,-1246,9999998513
161,Callbox,-180,-1426,9999998331
161,GTO Baseline,183,1912,10000001669
162,GTO Baseline,17,1929,10000001684
162,Callbox,-14,-1440,9999998316
163,Callbox,-66,-1506,9999998248
163,GTO Baseline,69,1998,10000001752
164,GTO Baseline,-4,1994,10000001746
164,Callbox,7,-1499,9999998254
165,Callbox,-4,-1503,9999998248
165,GTO Baseline,7,2001,10000001752
166,GTO Baseline,0,2001,10000001750
166,Callbox,3,-1500,9999998250
167,Callbox,8,-1492,9999998256
167,GTO Baseline,-5,1996,10000001744
168,GTO Baseline,57,2053,10000001799
168,Callbox,-54,-1546,9999998201
169,Callbox,4,-1542,9999998203
169,GTO Baseline,-1,2052,10000001797
170,GTO Baseline,4,2056,10000001799
170,Callbox,-1,-1543,9999998201
171,Callbox,2,-1541,9999998201
171,GTO Baseline,1,2057,10000001799
172,GTO Baseline,0,2057,10000001797
172,Callbox,3,-1538,9999998203
173,Callbox,8,-1530,9999998209
173,GTO Baseline,-5,2052,10000001791
174,GTO Baseline,23,2075,10000001812
174,Callbox,-20,-1550,9999998188
175,Callbox,2,-1548,9999998188
175,GTO Baseline,1,2076,10000001812
176,GTO Baseline,0,2076,10000001810
176,Callbox,3,-1545,9999998190
177,Callbox,57,-1488,9999998245
177,GTO Baseline,-54,2022,10000001755
178,GTO Baseline,0,2022,10000001753
178,Callbox,3,-1485,9999998247
179,Callbox,6,-1479,9999998251
179,GTO Baseline,-3,2019,10000001749
180,GTO Baseline,17,2036,10000001764
180,Callbox,-14,-1493,9999998236
181,Callbox,65,-1428,9999998299
181,GTO Baseline,-62,1974,10000001701
182,GTO Baseline,-160,1814,10000001539
182,Callbox,163,-1265,9999998461
183,Callbox,77,-1188,9999998536
183,GTO Baseline,-74,1740,10000001464
184,GTO Baseline,0,1740,10000001462
184,Callbox,3,-1185,9999998538
185,Callbox,-145,-1330,9999998391
185,GTO Baseline,148,1888,10000001609
186,GTO Baseline,20,1908,10000001627
186,Callbox,-17,-1347,9999998373
187,Callbox,4,-1343,9999998375
187,GTO Baseline,-1,1907,10000001625
188,GTO Baseline,48,1955,10000001671
188,Callbox,-45,-1388,9999998329
189,Callbox,0,-1388,9999998327
189,GTO Baseline,3,1958,10000001673
190,GTO Baseline,-13,1945,10000001658
190,Callbox,16,-1372,9999998342
191,Callbox,0,-1372,9999998340
191,GTO Baseline,3,1948,10000001660
192,GTO Baseline,20,1968,10000001678
192,Callbox,-17,-1389,9999998322
193,Callbox,72,-1317,9999998392
193,GTO Baseline,-69,1899,10000001608
194,GTO Baseline,0,1899,10000001606
194,Callbox,3,-1314,9999998394
195,Callbox,0,-1314,9999998392
195,GTO Baseline,3,1902,10000001608
196,GTO Baseline,0,1902,10000001606
196,Callbox,3,-1311,9999998394
197,Callbox,0,-1311,9999998392
197,GTO Baseline,3,1905,10000001608
198,GTO Baseline,-3,1902,10000001603
198,Callbox,6,-1305,9999998397
199,Callbox,20,-1285,9999998415
199,GTO Baseline,-17,1885,10000001585
200,GTO Baseline,59,1944,10000001642
200,Callbox,-56,-1341,9999998358
201,Callbox,-18,-1359,9999998338
201,GTO Baseline,21,1965,10000001662
202,GTO Baseline,-160,1805,10000001500
202,Callbox,163,-1196,9999998500
203,Callbox,-35,-1231,9999998463
203,GTO Baseline,38,1843,10000001537
204,GTO Baseline,200,2043,10000001735
204,Callbox,-197,-1428,9999998265
205,Callbox,-4,-1432,9999998259
205,GTO Baseline,7,2050,10000001741
206,GTO Baseline,2,2052,10000001741
206,Callbox,1,-1431,9999998259
207,Callbox,0,-1431,9999998257
207,GTO Baseline,3,2055,10000001743
208,GTO Baseline,2,2057,10000001743
208,Callbox,1,-1430,9999998257
209,Callbox,8,-1422,9999998263
209,GTO Baseline,-5,2052,10000001737
210,GTO Baseline,0,2052,10000001735
210,Callbox,3,-1419,9999998265
211,Callbox,4,-1415,9999998267
211,GTO Baseline,-1,2051,10000001733
212,GTO Baseline,-58,1993,10000001673
212,Callbox,61,-1354,9999998327
213,Callbox,-217,-1571,9999998108
213,GTO Baseline,220,2213,10000001892
214,GTO Baseline,-4,2209,10000001886
214,Callbox,7,-1564,9999998114
215,Callbox,6,-1558,9999998118
215,GTO Baseline,-3,2206,10000001882
216,GTO Baseline,0,2206,10000001880
216,Callbox,3,-1555,9999998120
217,Callbox,-162,-1717,9999997956
217,GTO Baseline,165,2371,10000002044
218,GTO Baseline,0,2371,10000002042
218,Callbox,3,-1714,9999997958
219,Callbox,4,-1710,9999997960
219,GTO Baseline,-1,2370,10000002040
220,GTO Baseline,-3,2367,10000002035
220,Callbox,6,-1704,9999997965
221,Callbox,22,-1682,9999997985
221,GTO Baseline,-19,2348,10000002015
222,GTO Baseline,179,2527,10000002192
222,Callbox,-176,-1858,9999997808
223,Callbox,-4,-1862,9999997802
223,GTO Baseline,7,2534,10000002198
224,GTO Baseline,167,2701,10000002363
224,Callbox,-164,-2026,9999997637
225,Callbox,4,-2022,9999997639
225,GTO Baseline,-1,2700,10000002361
226,GTO Baseline,-16,2684,10000002343
226,Callbox,19,-2003,9999997657
227,Callbox,0,-2003,9999997655
227,GTO Baseline,3,2687,10000002345
228,GTO Baseline,77,2764,10000002420
228,Callbox,-74,-2077,9999997580
229,Callbox,0,-2077,9999997578
229,GTO Baseline,3,2767,10000002422
230,GTO Baseline,-58,2709,10000002362
230,Callbox,61,-2016,9999997638
231,Callbox,8,-2008,9999997644
231,GTO Baseline,-5,2704,10000002356
232,GTO Baseline,0,2704,10000002354
232,Callbox,3,-2005,9999997646
233,Callbox,2,-2003,9999997646
233,GTO Baseline,1,2705,10000002354
234,GTO Baseline,160,2865,10000002512
234,Callbox,-157,-2160,9999997488
235,Callbox,2,-2158,9999997488
235,GTO Baseline,1,2866,10000002512
236,GTO Baseline,7,2873,10000002517
236,Callbox,-4,-2162,9999997483
237,Callbox,8,-2154,9999997489
237,GTO Baseline,-5,2868,10000002511
238,GTO Baseline,0,2868,10000002509
238,Callbox,3,-2151,9999997491
239,Callbox,21,-2130,9999997510
239,GTO Baseline,-18,2850,10000002490
240,GTO Baseline,153,3003,10000002641
240,Callbox,-150,-2280,9999997359
241,Callbox,0,-2280,9999997357
241,GTO Baseline,3,3006,10000002643
242,GTO Baseline,59,3065,10000002700
242,Callbox,-56,-2336,9999997300
243,Callbox,185,-2151,9999997483
243,GTO Baseline,-182,2883,10000002517
244,GTO Baseline,-10,2873,10000002505
244,Callbox,13,-2138,9999997495
245,Callbox,-3,-2141,9999997490
245,GTO Baseline,6,2879,10000002510
246,GTO Baseline,23,2902,10000002531
246,Callbox,-20,-2161,9999997469
247,Callbox,0,-2161,9999997467
247,GTO Baseline,3,2905,10000002533
248,GTO Baseline,0,2905,10000002531
248,Callbox,3,-2158,9999997469
249,Callbox,-58,-2216,9999997409
249,GTO Baseline,61,2966,10000002591
250,GTO Baseline,-4,2962,10000002585
250,Callbox,7,-2209,9999997415
251,Callbox,8,-2201,9999997421
251,GTO Baseline,-5,2957,10000002579
252,GTO Baseline,-53,2904,10000002524
252,Callbox,56,-2145,9999997476
253,Callbox,4,-2141,9999997478
253,GTO Baseline,-1,2903,10000002522
254,GTO Baseline,-4,2899,10000002516
254,Callbox,7,-2134,9999997484
255,Callbox,4,-2130,9999997486
255,GTO Baseline,-1,2898,10000002514
256,GTO Baseline,0,2898,10000002512
256,Callbox,3,-2127,9999997488
257,Callbox,-68,-2195,9999997418
257,GTO Baseline,71,2969,10000002582
258,GTO Baseline,-178,2791,10000002402
258,Callbox,181,-2014,9999997598
259,Callbox,0,-2014,9999997596
259,GTO Baseline,3,2794,10000002404
260,GTO Baseline,0,2794,10000002402
260,Callbox,3,-2011,9999997598
261,Callbox,4,-2007,9999997600
261,GTO Baseline,-1,2793,10000002400
262,GTO Baseline,4,2797,10000002402
262,Callbox,-1,-2008,9999997598
263,Callbox,-17,-2025,9999997579
263,GTO Baseline,20,2817,10000002421
264,GTO Baseline,-19,2798,10000002400
264,Callbox,22,-2003,9999997600
265,Callbox,-53,-2056,9999997545
265,GTO Baseline,56,2854,10000002455
266,GTO Baseline,-16,2838,10000002437
266,Callbox,19,-2037,9999997563
267,Callbox,-13,-2050,9999997548
267,GTO Baseline,16,2854,10000002452
268,GTO Baseline,-4,2850,10000002446
268,Callbox,7,-2043,9999997554
269,Callbox,-188,-2231,9999997364
269,GTO Baseline,191,3041,10000002636
270,GTO Baseline,160,3201,10000002794
270,Callbox,-157,-2388,9999997206
271,Callbox,0,-2388,9999997204
271,GTO Baseline,3,3204,10000002796
272,GTO Baseline,4,3208,10000002798
272,Callbox,-1,-2389,9999997202
273,Callbox,2,-2387,9999997202
273,GTO Baseline,1,3209,10000002798
274,GTO Baseline,20,3229,10000002816
274,Callbox,-17,-2404,9999997184
275,Callbox,0,-2404,9999997182
275,GTO Baseline,3,3232,10000002818
276,GTO Baseline,-17,3215,10000002799
276,Callbox,20,-2384,9999997201
277,Callbox,4,-2380,9999997203
277,GTO Baseline,-1,3214,10000002797
278,GTO Baseline,4,3218,10000002799
278,Callbox,-1,-2381,9999997201
279,Callbox,-4,-2385,9999997195
279,GTO Baseline,7,3225,10000002805
280,GTO Baseline,-16,3209,10000002787
280,Callbox,19,-2366,9999997213
281,Callbox,4,-2362,9999997215
281,GTO Baseline,-1,3208,10000002785
282,GTO Baseline,0,3208,10000002783
282,Callbox,3,-2359,9999997217
283,Callbox,20,-2339,9999997235
283,GTO Baseline,-17,3191,10000002765
284,GTO Baseline,-44,3147,10000002719
284,Callbox,47,-2292,9999997281
285,Callbox,-61,-2353,9999997218
285,GTO Baseline,64,3211,10000002782
286,GTO Baseline,-19,3192,10000002761
286,Callbox,22,-2331,9999997239
287,Callbox,4,-2327,9999997241
287,GTO Baseline,-1,3191,10000002759
288,GTO Baseline,62,3253,10000002819
288,Callbox,-59,-2386,9999997181
289,Callbox,4,-2382,9999997183
289,GTO Baseline,-1,3252,10000002817
290,GTO Baseline,122,3374,10000002937
290,Callbox,-119,-2501,9999997063
291,Callbox,8,-2493,9999997069
291,GTO Baseline,-5,3369,10000002931
292,GTO Baseline,-108,3261,10000002821
292,Callbox,111,-2382,9999997179
293,Callbox,0,-2382,9999997177
293,GTO Baseline,3,3264,10000002823
294,GTO Baseline,-4,3260,10000002817
294,Callbox,7,-2375,9999997183
295,Callbox,-145,-2520,9999997036
295,GTO Baseline,148,3408,10000002964
296,GTO Baseline,0,3408,10000002962
296,Callbox,3,-2517,9999997038
297,Callbox,8,-2509,9999997044
297,GTO Baseline,-5,3403,10000002956
298,GTO Baseline,17,3420,10000002971
298,Callbox,-14,-2523,9999997029
299,Callbox,-16,-2539,9999997011
299,GTO Baseline,19,3439,10000002989
300,GTO Baseline,-128,3311,10000002859
300,Callbox,131,-2408,9999997141
301,Callbox,-145,-2553,9999996994
301,GTO Baseline,148,3459,10000003006
302,GTO Baseline,-19,3440,10000002985
302,Callbox,22,-2531,9999997015
303,Callbox,8,-2523,9999997021
303,GTO Baseline,-5,3435,10000002979
304,GTO Baseline,0,3435,10000002977
304,Callbox,3,-2520,9999997023
305,Callbox,8,-2512,9999997029
305,GTO Baseline,-5,3430,10000002971
306,GTO Baseline,-53,3377,10000002916
306,Callbox,56,-2456,9999997084
307,Callbox,20,-2436,9999997102
307,GTO Baseline,-17,3360,10000002898
308,GTO Baseline,58,3418,10000002954
308,Callbox,-55,-2491,9999997046
309,Callbox,0,-2491,9999997044
309,GTO Baseline,3,3421,10000002956
310,GTO Baseline,115,3536,10000003069
310,Callbox,-112,-2603,9999996931
311,Callbox,4,-2599,9999996933
311,GTO Baseline,-1,3535,10000003067
312,GTO Baseline,-4,3531,10000003061
312,Callbox,7,-2592,9999996939
313,Callbox,65,-2527,9999997002
313,GTO Baseline,-62,3469,10000002998
314,GTO Baseline,4,3473,10000003000
314,Callbox,-1,-2528,9999997000
315,Callbox,4,-2524,9999997002
315,GTO Baseline,-1,3472,10000002998
316,GTO Baseline,-19,3453,10000002977
316,Callbox,22,-2502,9999997023
317,Callbox,0,-2502,9999997021
317,GTO Baseline,3,3456,10000002979
318,GTO Baseline,65,3521,10000003042
318,Callbox,-62,-2564,9999996958
319,Callbox,-177,-2741,9999996779
319,GTO Baseline,180,3701,10000003221
320,GTO Baseline,174,3875,10000003393
320,Callbox,-171,-2912,9999996607
321,Callbox,-146,-3058,9999996459
321,GTO Baseline,149,4024,10000003541
322,GTO Baseline,-16,4008,10000003523
322,Callbox,19,-3039,9999996477
323,Callbox,-4,-3043,9999996471
323,GTO Baseline,7,4015,10000003529
324,GTO Baseline,4,4019,10000003531
324,Callbox,-1,-3044,9999996469
325,Callbox,0,-3044,9999996467
325,GTO Baseline,3,4022,10000003533
326,GTO Baseline,0,4022,10000003531
326,Callbox,3,-3041,9999996469
327,Callbox,-71,-3112,9999996396
327,GTO Baseline,74,4096,10000003604
328,GTO Baseline,20,4116,10000003622
328,Callbox,-17,-3129,9999996378
329,Callbox,4,-3125,9999996380
329,GTO Baseline,-1,4115,10000003620
330,GTO Baseline,4,4119,10000003622
330,Callbox,-1,-3126,9999996378
331,Callbox,-71,-3197,9999996305
331,GTO Baseline,74,4193,10000003695
332,GTO Baseline,-16,4177,10000003677
332,Callbox,19,-3178,9999996323
333,Callbox,4,-3174,9999996325
333,GTO Baseline,-1,4176,10000003675
334,GTO Baseline,7,4183,10000003680
334,Callbox,-4,-3178,9999996320
335,Callbox,65,-3113,9999996383
335,GTO Baseline,-62,4121,10000003617
336,GTO Baseline,57,4178,10000003672
336,Callbox,-54,-3167,9999996328
337,Callbox,-159,-3326,9999996167
337,GTO Baseline,162,4340,10000003833
338,GTO Baseline,4,4344,10000003835
338,Callbox,-1,-3327,9999996165
339,Callbox,7,-3320,9999996170
339,GTO Baseline,-4,4340,10000003830
340,GTO Baseline,-54,4286,10000003774
340,Callbox,57,-3263,9999996226
341,Callbox,4,-3259,9999996228
341,GTO Baseline,-1,4285,10000003772
342,GTO Baseline,0,4285,10000003770
342,Callbox,3,-3256,9999996230
343,Callbox,4,-3252,9999996232
343,GTO Baseline,-1,4284,10000003768
344,GTO Baseline,63,4347,10000003829
344,Callbox,-60,-3312,9999996171
345,Callbox,0,-3312,9999996169
345,GTO Baseline,3,4350,10000003831
346,GTO Baseline,8,4358,10000003837
346,Callbox,-5,-3317,9999996163
347,Callbox,-71,-3388,9999996090
347,GTO Baseline,74,4432,10000003910
348,GTO Baseline,-178,4254,10000003730
348,Callbox,181,-3207,9999996270
349,Callbox,-203,-3410,9999996065
349,GTO Baseline,206,4460,10000003935
350,GTO Baseline,0,4460,10000003933
350,Callbox,3,-3407,9999996067
351,Callbox,-10,-3417,9999996055
351,GTO Baseline,13,4473,10000003945
352,GTO Baseline,7,4480,10000003950
352,Callbox,-4,-3421,9999996050
353,Callbox,8,-3413,9999996056
353,GTO Baseline,-5,4475,10000003944
354,GTO Baseline,-53,4422,10000003889
354,Callbox,56,-3357,9999996111
355,Callbox,4,-3353,9999996113
355,GTO Baseline,-1,4421,10000003887
356,GTO Baseline,20,4441,10000003905
356,Callbox,-17,-3370,9999996095
357,Callbox,-66,-3436,9999996027
357,GTO Baseline,69,4510,10000003973
358,GTO Baseline,200,4710,10000004171
358,Callbox,-197,-3633,9999995829
359,Callbox,0,-3633,9999995827
359,GTO Baseline,3,4713,10000004173
360,GTO Baseline,57,4770,10000004228
360,Callbox,-54,-3687,9999995772
361,Callbox,58,-3629,9999995828
361,GTO Baseline,-55,4715,10000004172
