hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
79,GTO Baseline,22,-40,99840
80,GTO Baseline,-4,-44,99834
80,Callbox,7,287,100166
81,Callbox,4,291,100168
81,GTO Baseline,-1,-45,99832
82,GTO Baseline,73,28,99903
82,Callbox,-70,221,100097
83,Callbox,0,221,100095
83,GTO Baseline,3,31,99905
84,GTO Baseline,-156,-125,99747
84,Callbox,159,380,100253
85,Callbox,62,442,100313
85,GTO Baseline,-59,-184,99687
86,GTO Baseline,4,-180,99689
86,Callbox,-1,441,100311
87,Callbox,4,445,100313
87,GTO Baseline,-1,-181,99687
88,GTO Baseline,0,-181,99685
88,Callbox,3,448,100315
89,Callbox,4,452,100317
89,GTO Baseline,-1,-182,99683
90,GTO Baseline,-53,-235,99628
90,Callbox,56,508,100372
91,Callbox,4,512,100374
91,GTO Baseline,-1,-236,99626
92,GTO Baseline,4,-232,99628
92,Callbox,-1,511,100372
93,Callbox,147,658,100517
93,GTO Baseline,-144,-376,99483
94,GTO Baseline,-108,-484,99373
94,Callbox,111,769,100627
95,Callbox,-4,765,100621
95,GTO Baseline,7,-477,99379
96,GTO Baseline,-16,-493,99361
96,Callbox,19,784,100639
97,Callbox,2,786,100639
97,GTO Baseline,1,-492,99361
98,GTO Baseline,-16,-508,99343
98,Callbox,19,805,100657
99,Callbox,0,805,100655
99,GTO Baseline,3,-505,99345
100,GTO Baseline,200,-305,99543
100,Callbox,-197,608,100457
101,Callbox,0,608,100455
101,GTO Baseline,3,-302,99545
102,GTO Baseline,57,-245,99600
102,Callbox,-54,554,100400
103,Callbox,4,558,100402
103,GTO Baseline,-1,-246,99598
104,GTO Baseline,69,-177,99665
104,Callbox,-66,492,100335
105,Callbox,57,549,100390
105,GTO Baseline,-54,-231,99610
106,GTO Baseline,-115,-346,99493
106,Callbox,118,667,100507
107,Callbox,-4,663,100501
107,GTO Baseline,7,-339,99499
108,GTO Baseline,167,-172,99664
108,Callbox,-164,499,100336
109,Callbox,-16,483,100318
109,GTO Baseline,19,-153,99682
110,GTO Baseline,-54,-207,99626
110,Callbox,57,540,100374
111,Callbox,0,540,100372
111,GTO Baseline,3,-204,99628
112,GTO Baseline,-4,-208,99622
112,Callbox,7,547,100378
113,Callbox,8,555,100384
113,GTO Baseline,-5,-213,99616
114,GTO Baseline,69,-144,99683
114,Callbox,-66,489,100317
115,Callbox,4,493,100319
115,GTO Baseline,-1,-145,99681
116,GTO Baseline,69,-76,99748
116,Callbox,-66,427,100252
117,Callbox,-4,423,100246
117,GTO Baseline,7,-69,99754
118,GTO Baseline,0,-69,99752
118,Callbox,3,426,100248
119,Callbox,-3,423,100243
119,GTO Baseline,6,-63,99757
120,GTO Baseline,0,-63,99755
120,Callbox,3,426,100245
121,Callbox,-199,227,100044
121,GTO Baseline,202,139,99956
122,GTO Baseline,62,201,100016
122,Callbox,-59,168,99984
123,Callbox,0,168,99982
123,GTO Baseline,3,204,100018
124,GTO Baseline,182,386,100198
124,Callbox,-179,-11,99802
125,Callbox,159,148,99959
125,GTO Baseline,-156,230,100041
126,GTO Baseline,148,378,100187
126,Callbox,-145,3,99813
127,Callbox,2,5,99813
127,GTO Baseline,1,379,100187
128,GTO Baseline,0,379,100185
128,Callbox,3,8,99815
129,Callbox,0,8,99813
129,GTO Baseline,3,382,100187
130,GTO Baseline,4,386,100189
130,Callbox,-1,7,99811
131,Callbox,-58,-51,99751
131,GTO Baseline,61,447,100249
132,GTO Baseline,-54,393,100193
132,Callbox,57,6,99807
133,Callbox,4,10,99809
133,GTO Baseline,-1,392,100191
134,GTO Baseline,0,392,100189
134,Callbox,3,13,99811
135,Callbox,-71,-58,99738
135,GTO Baseline,74,466,100262
136,GTO Baseline,63,529,100323
136,Callbox,-60,-118,99677
137,Callbox,4,-114,99679
137,GTO Baseline,-1,528,100321
138,GTO Baseline,-156,372,100163
138,Callbox,159,45,99837
139,Callbox,8,53,99843
139,GTO Baseline,-5,367,100157
140,GTO Baseline,4,371,100159
140,Callbox,-1,52,99841
141,Callbox,0,52,99839
141,GTO Baseline,3,374,100161
142,GTO Baseline,4,378,100163
142,Callbox,-1,51,99837
143,Callbox,0,51,99835
143,GTO Baseline,3,381,100165
144,GTO Baseline,4,385,100167
144,Callbox,-1,50,99833
145,Callbox,0,50,99831
145,GTO Baseline,3,388,100169
146,GTO Baseline,145,533,100312
146,Callbox,-142,-92,99688
147,Callbox,-71,-163,99615
147,GTO Baseline,74,607,100385
148,GTO Baseline,-59,548,100324
148,Callbox,62,-101,99676
149,Callbox,-60,-161,99614
149,GTO Baseline,63,611,100386
150,GTO Baseline,0,611,100384
150,Callbox,3,-158,99616
151,Callbox,-53,-211,99561
151,GTO Baseline,56,667,100439
152,GTO Baseline,0,667,100437
152,Callbox,3,-208,99563
153,Callbox,4,-204,99565
153,GTO Baseline,-1,666,100435
154,GTO Baseline,4,670,100437
154,Callbox,-1,-205,99563
155,Callbox,21,-184,99582
155,GTO Baseline,-18,652,100418
156,GTO Baseline,7,659,100423
156,Callbox,-4,-188,99577
157,Callbox,4,-184,99579
157,GTO Baseline,-1,658,100421
158,GTO Baseline,65,723,100484
158,Callbox,-62,-246,99516
159,Callbox,0,-246,99514
159,GTO Baseline,3,726,100486
160,GTO Baseline,4,730,100488
160,Callbox,-1,-247,99512
161,Callbox,-66,-313,99444
161,GTO Baseline,69,799,100556
162,GTO Baseline,-160,639,100394
162,Callbox,163,-150,99606
163,Callbox,0,-150,99604
163,GTO Baseline,3,642,100396
164,GTO Baseline,185,827,100579
164,Callbox,-182,-332,99421
165,Callbox,0,-332,99419
165,GTO Baseline,3,830,100581
166,GTO Baseline,-65,765,100514
166,Callbox,68,-264,99486
167,Callbox,0,-264,99484
167,GTO Baseline,3,768,100516
168,GTO Baseline,221,989,100735
168,Callbox,-218,-482,99265
169,Callbox,0,-482,99263
169,GTO Baseline,3,992,100737
170,GTO Baseline,-19,973,100716
170,Callbox,22,-460,99284
171,Callbox,4,-456,99286
171,GTO Baseline,-1,972,100714
172,GTO Baseline,4,976,100716
172,Callbox,-1,-457,99284
173,Callbox,-54,-511,99228
173,GTO Baseline,57,1033,100772
174,GTO Baseline,4,1037,100774
174,Callbox,-1,-512,99226
175,Callbox,62,-450,99286
175,GTO Baseline,-59,978,100714
176,GTO Baseline,0,978,100712
176,Callbox,3,-447,99288
177,Callbox,8,-439,99294
177,GTO Baseline,-5,973,100706
178,GTO Baseline,160,1133,100864
178,Callbox,-157,-596,99136
179,Callbox,0,-596,99134
179,GTO Baseline,3,1136,100866
180,GTO Baseline,2,1138,100866
180,Callbox,1,-595,99134
181,Callbox,173,-422,99305
181,GTO Baseline,-170,968,100695
182,GTO Baseline,4,972,100697
182,Callbox,-1,-423,99303
183,Callbox,0,-423,99301
183,GTO Baseline,3,975,100699
184,GTO Baseline,0,975,100697
184,Callbox,3,-420,99303
185,Callbox,-135,-555,99166
185,GTO Baseline,138,1113,100834
186,GTO Baseline,-58,1055,100774
186,Callbox,61,-494,99226
187,Callbox,145,-349,99369
187,GTO Baseline,-142,913,100631
188,GTO Baseline,-54,859,100575
188,Callbox,57,-292,99425
189,Callbox,-127,-419,99296
189,GTO Baseline,130,989,100704
190,GTO Baseline,179,1168,100881
190,Callbox,-176,-595,99119
191,Callbox,4,-591,99121
191,GTO Baseline,-1,1167,100879
192,GTO Baseline,4,1171,100881
192,Callbox,-1,-592,99119
193,Callbox,-54,-646,99063
193,GTO Baseline,57,1228,100937
194,GTO Baseline,4,1232,100939
194,Callbox,-1,-647,99061
195,Callbox,0,-647,99059
195,GTO Baseline,3,1235,100941
196,GTO Baseline,57,1292,100996
196,Callbox,-54,-701,99004
197,Callbox,-60,-761,98942
197,GTO Baseline,63,1355,101058
198,GTO Baseline,-139,1216,100917
198,Callbox,142,-619,99083
199,Callbox,8,-611,99089
199,GTO Baseline,-5,1211,100911
200,GTO Baseline,0,1211,100909
200,Callbox,3,-608,99091
201,Callbox,71,-537,99160
201,GTO Baseline,-68,1143,100840
202,GTO Baseline,0,1143,100838
202,Callbox,3,-534,99162
203,Callbox,-159,-693,99001
203,GTO Baseline,162,1305,100999
204,GTO Baseline,116,1421,101113
204,Callbox,-113,-806,98887
205,Callbox,-54,-860,98831
205,GTO Baseline,57,1478,101169
206,GTO Baseline,58,1536,101225
206,Callbox,-55,-915,98775
207,Callbox,4,-911,98777
207,GTO Baseline,-1,1535,101223
208,GTO Baseline,0,1535,101221
208,Callbox,3,-908,98779
209,Callbox,-54,-962,98723
209,GTO Baseline,57,1592,101277
210,GTO Baseline,72,1664,101347
210,Callbox,-69,-1031,98653
211,Callbox,4,-1027,98655
211,GTO Baseline,-1,1663,101345
212,GTO Baseline,-13,1650,101330
212,Callbox,16,-1011,98670
213,Callbox,-143,-1154,98525
213,GTO Baseline,146,1796,101475
214,GTO Baseline,207,2003,101680
214,Callbox,-204,-1358,98320
215,Callbox,20,-1338,98338
215,GTO Baseline,-17,1986,101662
216,GTO Baseline,-4,1982,101656
216,Callbox,7,-1331,98344
217,Callbox,4,-1327,98346
217,GTO Baseline,-1,1981,101654
218,GTO Baseline,-55,1926,101597
218,Callbox,58,-1269,98403
219,Callbox,-148,-1417,98253
219,GTO Baseline,151,2077,101747
220,GTO Baseline,-13,2064,101732
220,Callbox,16,-1401,98268
221,Callbox,-16,-1417,98250
221,GTO Baseline,19,2083,101750
222,GTO Baseline,76,2159,101824
222,Callbox,-73,-1490,98176
223,Callbox,2,-1488,98176
223,GTO Baseline,1,2160,101824
224,GTO Baseline,-61,2099,101761
224,Callbox,64,-1424,98239
225,Callbox,2,-1422,98239
225,GTO Baseline,1,2100,101761
226,GTO Baseline,4,2104,101763
226,Callbox,-1,-1423,98237
227,Callbox,4,-1419,98239
227,GTO Baseline,-1,2103,101761
228,GTO Baseline,182,2285,101941
228,Callbox,-179,-1598,98059
229,Callbox,0,-1598,98057
229,GTO Baseline,3,2288,101943
230,GTO Baseline,-18,2270,101923
230,Callbox,21,-1577,98077
231,Callbox,4,-1573,98079
231,GTO Baseline,-1,2269,101921
232,GTO Baseline,55,2324,101974
232,Callbox,-52,-1625,98026
233,Callbox,0,-1625,98024
233,GTO Baseline,3,2327,101976
234,GTO Baseline,0,2327,101974
234,Callbox,3,-1622,98026
235,Callbox,0,-1622,98024
235,GTO Baseline,3,2330,101976
236,GTO Baseline,4,2334,101978
236,Callbox,-1,-1623,98022
237,Callbox,-4,-1627,98016
237,GTO Baseline,7,2341,101984
238,GTO Baseline,8,2349,101990
238,Callbox,-5,-1632,98010
239,Callbox,-50,-1682,97958
239,GTO Baseline,53,2402,102042
240,GTO Baseline,57,2459,102097
240,Callbox,-54,-1736,97903
241,Callbox,-10,-1746,97891
241,GTO Baseline,13,2472,102109
242,GTO Baseline,-16,2456,102091
242,Callbox,19,-1727,97909
243,Callbox,0,-1727,97907
243,GTO Baseline,3,2459,102093
244,GTO Baseline,0,2459,102091
244,Callbox,3,-1724,97909
245,Callbox,4,-1720,97911
245,GTO Baseline,-1,2458,102089
246,GTO Baseline,-196,2262,101891
246,Callbox,199,-1521,98109
247,Callbox,-141,-1662,97966
247,GTO Baseline,144,2406,102034
248,GTO Baseline,135,2541,102167
248,Callbox,-132,-1794,97833
249,Callbox,21,-1773,97852
249,GTO Baseline,-18,2523,102148
250,GTO Baseline,8,2531,102154
250,Callbox,-5,-1778,97846
251,Callbox,-65,-1843,97779
251,GTO Baseline,68,2599,102221
252,GTO Baseline,-10,2589,102209
252,Callbox,13,-1830,97791
253,Callbox,0,-1830,97789
253,GTO Baseline,3,2592,102211
254,GTO Baseline,-13,2579,102196
254,Callbox,16,-1814,97804
255,Callbox,0,-1814,97802
255,GTO Baseline,3,2582,102198
256,GTO Baseline,182,2764,102378
256,Callbox,-179,-1993,97622
257,Callbox,23,-1970,97643
257,GTO Baseline,-20,2744,102357
258,GTO Baseline,4,2748,102359
258,Callbox,-1,-1971,97641
259,Callbox,4,-1967,97643
259,GTO Baseline,-1,2747,102357
260,GTO Baseline,0,2747,102355
260,Callbox,3,-1964,97645
261,Callbox,143,-1821,97786
261,GTO Baseline,-140,2607,102214
262,GTO Baseline,132,2739,102344
262,Callbox,-129,-1950,97656
263,Callbox,4,-1946,97658
263,GTO Baseline,-1,2738,102342
264,GTO Baseline,0,2738,102340
264,Callbox,3,-1943,97660
265,Callbox,131,-1812,97789
265,GTO Baseline,-128,2610,102211
266,GTO Baseline,62,2672,102271
266,Callbox,-59,-1871,97729
267,Callbox,2,-1869,97729
267,GTO Baseline,1,2673,102271
268,GTO Baseline,0,2673,102269
268,Callbox,3,-1866,97731
269,Callbox,0,-1866,97729
269,GTO Baseline,3,2676,102271
270,GTO Baseline,2,2678,102271
270,Callbox,1,-1865,97729
271,Callbox,8,-1857,97735
271,GTO Baseline,-5,2673,102265
272,GTO Baseline,57,2730,102320
272,Callbox,-54,-1911,97680
273,Callbox,8,-1903,97686
273,GTO Baseline,-5,2725,102314
274,GTO Baseline,0,2725,102312
274,Callbox,3,-1900,97688
275,Callbox,57,-1843,97743
275,GTO Baseline,-54,2671,102257
276,GTO Baseline,214,2885,102469
276,Callbox,-211,-2054,97531
277,Callbox,0,-2054,97529
277,GTO Baseline,3,2888,102471
278,GTO Baseline,-16,2872,102453
278,Callbox,19,-2035,97547
279,Callbox,6,-2029,97551
279,GTO Baseline,-3,2869,102449
280,GTO Baseline,72,2941,102519
280,Callbox,-69,-2098,97481
281,Callbox,4,-2094,97483
281,GTO Baseline,-1,2940,102517
282,GTO Baseline,4,2944,102519
282,Callbox,-1,-2095,97481
283,Callbox,4,-2091,97483
283,GTO Baseline,-1,2943,102517
284,GTO Baseline,-72,2871,102443
284,Callbox,75,-2016,97557
285,Callbox,-4,-2020,97551
285,GTO Baseline,7,2878,102449
286,GTO Baseline,4,2882,102451
286,Callbox,-1,-2021,97549
287,Callbox,4,-2017,97551
287,GTO Baseline,-1,2881,102449
288,GTO Baseline,199,3080,102646
288,Callbox,-196,-2213,97354
289,Callbox,165,-2048,97517
289,GTO Baseline,-162,2918,102483
290,GTO Baseline,0,2918,102481
290,Callbox,3,-2045,97519
291,Callbox,4,-2041,97521
291,GTO Baseline,-1,2917,102479
292,GTO Baseline,4,2921,102481
292,Callbox,-1,-2042,97519
293,Callbox,4,-2038,97521
293,GTO Baseline,-1,2920,102479
294,GTO Baseline,-196,2724,102281
294,Callbox,199,-1839,97719
295,Callbox,-4,-1843,97713
295,GTO Baseline,7,2731,102287
296,GTO Baseline,221,2952,102506
296,Callbox,-218,-2061,97494
297,Callbox,0,-2061,97492
297,GTO Baseline,3,2955,102508
298,GTO Baseline,0,2955,102506
298,Callbox,3,-2058,97494
299,Callbox,-4,-2062,97488
299,GTO Baseline,7,2962,102512
300,GTO Baseline,-54,2908,102456
300,Callbox,57,-2005,97544
301,Callbox,-127,-2132,97415
301,GTO Baseline,130,3038,102585
302,GTO Baseline,-16,3022,102567
302,Callbox,19,-2113,97433
303,Callbox,4,-2109,97435
303,GTO Baseline,-1,3021,102565
304,GTO Baseline,21,3042,102584
304,Callbox,-18,-2127,97416
305,Callbox,8,-2119,97422
305,GTO Baseline,-5,3037,102578
306,GTO Baseline,112,3149,102688
306,Callbox,-109,-2228,97312
307,Callbox,-13,-2241,97297
307,GTO Baseline,16,3165,102703
308,GTO Baseline,0,3165,102701
308,Callbox,3,-2238,97299
309,Callbox,4,-2234,97301
309,GTO Baseline,-1,3164,102699
310,GTO Baseline,62,3226,102759
310,Callbox,-59,-2293,97241
311,Callbox,4,-2289,97243
311,GTO Baseline,-1,3225,102757
312,GTO Baseline,-4,3221,102751
312,Callbox,7,-2282,97249
313,Callbox,-53,-2335,97194
313,GTO Baseline,56,3277,102806
314,GTO Baseline,57,3334,102861
314,Callbox,-54,-2389,97139
315,Callbox,6,-2383,97143
315,GTO Baseline,-3,3331,102857
316,GTO Baseline,62,3393,102917
316,Callbox,-59,-2442,97083
317,Callbox,-58,-2500,97023
317,GTO Baseline,61,3454,102977
318,GTO Baseline,57,3511,103032
318,Callbox,-54,-2554,96968
319,Callbox,-16,-2570,96950
319,GTO Baseline,19,3530,103050
320,GTO Baseline,-139,3391,102909
320,Callbox,142,-2428,97091
321,Callbox,-66,-2494,97023
321,GTO Baseline,69,3460,102977
322,GTO Baseline,-61,3399,102914
322,Callbox,64,-2430,97086
323,Callbox,4,-2426,97088
323,GTO Baseline,-1,3398,102912
324,GTO Baseline,0,3398,102910
324,Callbox,3,-2423,97090
325,Callbox,-4,-2427,97084
325,GTO Baseline,7,3405,102916
326,GTO Baseline,-4,3401,102910
326,Callbox,7,-2420,97090
327,Callbox,-3,-2423,97085
327,GTO Baseline,6,3407,102915
328,GTO Baseline,0,3407,102913
328,Callbox,3,-2420,97087
329,Callbox,0,-2420,97085
329,GTO Baseline,3,3410,102915
330,GTO Baseline,0,3410,102913
330,Callbox,3,-2417,97087
331,Callbox,-61,-2478,97024
331,GTO Baseline,64,3474,102976
332,GTO Baseline,4,3478,102978
332,Callbox,-1,-2479,97022
333,Callbox,-173,-2652,96847
333,GTO Baseline,176,3654,103153
334,GTO Baseline,2,3656,103153
334,Callbox,1,-2651,96847
335,Callbox,-3,-2654,96842
335,GTO Baseline,6,3662,103158
336,GTO Baseline,-18,3644,103138
336,Callbox,21,-2633,96862
337,Callbox,4,-2629,96864
337,GTO Baseline,-1,3643,103136
338,GTO Baseline,2,3645,103136
338,Callbox,1,-2628,96864
339,Callbox,64,-2564,96926
339,GTO Baseline,-61,3584,103074
340,GTO Baseline,119,3703,103191
340,Callbox,-116,-2680,96809
341,Callbox,4,-2676,96811
341,GTO Baseline,-1,3702,103189
342,GTO Baseline,217,3919,103404
342,Callbox,-214,-2890,96596
343,Callbox,-58,-2948,96536
343,GTO Baseline,61,3980,103464
344,GTO Baseline,4,3984,103466
344,Callbox,-1,-2949,96534
345,Callbox,8,-2941,96540
345,GTO Baseline,-5,3979,103460
346,GTO Baseline,2,3981,103460
346,Callbox,1,-2940,96540
347,Callbox,-145,-3085,96393
347,GTO Baseline,148,4129,103607
348,GTO Baseline,63,4192,103668
348,Callbox,-60,-3145,96332
349,Callbox,71,-3074,96401
349,GTO Baseline,-68,4124,103599
350,GTO Baseline,116,4240,103713
350,Callbox,-113,-3187,96287
351,Callbox,-212,-3399,96073
351,GTO Baseline,215,4455,103927
352,GTO Baseline,8,4463,103933
352,Callbox,-5,-3404,96067
353,Callbox,-4,-3408,96061
353,GTO Baseline,7,4470,103939
354,GTO Baseline,0,4470,103937
354,Callbox,3,-3405,96063
355,Callbox,7,-3398,96068
355,GTO Baseline,-4,4466,103932
356,GTO Baseline,-4,4462,103926
356,Callbox,7,-3391,96074
357,Callbox,-13,-3404,96059
357,GTO Baseline,16,4478,103941
358,GTO Baseline,0,4478,103939
358,Callbox,3,-3401,96061
359,Callbox,4,-3397,96063
359,GTO Baseline,-1,4477,103937
360,GTO Baseline,38,4515,103973
360,Callbox,-35,-3432,96027
361,Callbox,-71,-3503,95954
361,GTO Baseline,74,4589,104046
362,GTO Baseline,203,4792,104247
362,Callbox,-200,-3703,95753
363,Callbox,0,-3703,95751
363,GTO Baseline,3,4795,104249
364,GTO Baseline,4,4799,104251
364,Callbox,-1,-3704,95749
365,Callbox,6,-3698,95753
365,GTO Baseline,-3,4796,104247
366,GTO Baseline,0,4796,104245
366,Callbox,3,-3695,95755
367,Callbox,0,-3695,95753
367,GTO Baseline,3,4799,104247
368,GTO Baseline,-16,4783,104229
368,Callbox,19,-3676,95771
369,Callbox,4,-3672,95773
369,GTO Baseline,-1,4782,104227
370,GTO Baseline,0,4782,104225
370,Callbox,3,-3669,95775
371,Callbox,0,-3669,95773
371,GTO Baseline,3,4785,104227
372,GTO Baseline,0,4785,104225
372,Callbox,3,-3666,95775
373,Callbox,0,-3666,95773
373,GTO Baseline,3,4788,104227
374,GTO Baseline,-68,4720,104157
374,Callbox,71,-3595,95843
375,Callbox,0,-3595,95841
375,GTO Baseline,3,4723,104159
376,GTO Baseline,0,4723,104157
376,Callbox,3,-3592,95843
377,Callbox,-13,-3605,95828
377,GTO Baseline,16,4739,104172
378,GTO Baseline,4,4743,104174
378,Callbox,-1,-3606,95826
379,Callbox,163,-3443,95987
379,GTO Baseline,-160,4583,104013
380,GTO Baseline,57,4640,104068
380,Callbox,-54,-3497,95932
381,Callbox,39,-3458,95969
381,GTO Baseline,-36,4604,104031
382,GTO Baseline,0,4604,104029
382,Callbox,3,-3455,95971
383,Callbox,20,-3435,95989
383,GTO Baseline,-17,4587,104011
384,GTO Baseline,0,4587,104009
384,Callbox,3,-3432,95991
385,Callbox,4,-3428,95993
385,GTO Baseline,-1,4586,104007
386,GTO Baseline,-16,4570,103989
386,Callbox,19,-3409,96011
387,Callbox,0,-3409,96009
387,GTO Baseline,3,4573,103991
388,GTO Baseline,-34,4539,103955
388,Callbox,37,-3372,96045
389,Callbox,-54,-3426,95989
389,GTO Baseline,57,4596,104011
390,GTO Baseline,4,4600,104013
390,Callbox,-1,-3427,95987
391,Callbox,0,-3427,95985
391,GTO Baseline,3,4603,104015
392,GTO Baseline,-53,4550,103960
392,Callbox,56,-3371,96040
393,Callbox,4,-3367,96042
393,GTO Baseline,-1,4549,103958
394,GTO Baseline,4,4553,103960
394,Callbox,-1,-3368,96040
395,Callbox,-16,-3384,96022
395,GTO Baseline,19,4572,103978
396,GTO Baseline,0,4572,103976
396,Callbox,3,-3381,96024
397,Callbox,4,-3377,96026
397,GTO Baseline,-1,4571,103974
398,GTO Baseline,8,4579,103980
398,Callbox,-5,-3382,96020
399,Callbox,-4,-3386,96014
399,GTO Baseline,7,4586,103986
400,GTO Baseline,0,4586,103984
400,Callbox,3,-3383,96016
401,Callbox,-13,-3396,96001
401,GTO Baseline,16,4602,103999
402,GTO Baseline,48,4650,104045
402,Callbox,-45,-3441,95955
403,Callbox,39,-3402,95992
403,GTO Baseline,-36,4614,104008
404,GTO Baseline,-3,4611,104003
404,Callbox,6,-3396,95997
405,Callbox,0,-3396,95995
405,GTO Baseline,3,4614,104005
406,GTO Baseline,-13,4601,103990
406,Callbox,16,-3380,96010
407,Callbox,-4,-3384,96004
407,GTO Baseline,7,4608,103996
408,GTO Baseline,57,4665,104051
408,Callbox,-54,-3438,95949
409,Callbox,20,-3418,95967
409,GTO Baseline,-17,4648,104033
410,GTO Baseline,57,4705,104088
410,Callbox,-54,-3472,95912
411,Callbox,4,-3468,95914
411,GTO Baseline,-1,4704,104086
412,GTO Baseline,64,4768,104148
