hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
412,Callbox,-61,-3529,95852
413,Callbox,8,-3521,95858
413,GTO Baseline,-5,4763,104142
414,GTO Baseline,4,4767,104144
414,Callbox,-1,-3522,95856
415,Callbox,22,-3500,95876
415,GTO Baseline,-19,4748,104124
416,GTO Baseline,57,4805,104179
416,Callbox,-54,-3554,95821
417,Callbox,0,-3554,95819
417,GTO Baseline,3,4808,104181
418,GTO Baseline,7,4815,104186
418,Callbox,-4,-3558,95814
419,Callbox,-4,-3562,95808
419,GTO Baseline,7,4822,104192
420,GTO Baseline,-4,4818,104186
420,Callbox,7,-3555,95814
421,Callbox,4,-3551,95816
421,GTO Baseline,-1,4817,104184
422,GTO Baseline,0,4817,104182
422,Callbox,3,-3548,95818
423,Callbox,20,-3528,95836
423,GTO Baseline,-17,4800,104164
424,GTO Baseline,38,4838,104200
424,Callbox,-35,-3563,95800
425,Callbox,2,-3561,95800
425,GTO Baseline,1,4839,104200
426,GTO Baseline,-65,4774,104133
426,Callbox,68,-3493,95867
427,Callbox,58,-3435,95923
427,GTO Baseline,-55,4719,104077
428,GTO Baseline,-141,4578,103934
428,Callbox,144,-3291,96066
429,Callbox,4,-3287,96068
429,GTO Baseline,-1,4577,103932
430,GTO Baseline,2,4579,103932
430,Callbox,1,-3286,96068
431,Callbox,4,-3282,96070
431,GTO Baseline,-1,4578,103930
432,GTO Baseline,-4,4574,103924
432,Callbox,7,-3275,96076
433,Callbox,-212,-3487,95862
433,GTO Baseline,215,4789,104138
434,GTO Baseline,21,4810,104157
434,Callbox,-18,-3505,95843
435,Callbox,166,-3339,96007
435,GTO Baseline,-163,4647,103993
436,GTO Baseline,58,4705,104049
436,Callbox,-55,-3394,95951
437,Callbox,8,-3386,95957
437,GTO Baseline,-5,4700,104043
438,GTO Baseline,8,4708,104049
438,Callbox,-5,-3391,95951
439,Callbox,4,-3387,95953
439,GTO Baseline,-1,4707,104047
440,GTO Baseline,-16,4691,104029
440,Callbox,19,-3368,95971
441,Callbox,-19,-3387,95950
441,GTO Baseline,22,4713,104050
442,GTO Baseline,2,4715,104050
442,Callbox,1,-3386,95950
443,Callbox,0,-3386,95948
443,GTO Baseline,3,4718,104052
444,GTO Baseline,0,4718,104050
444,Callbox,3,-3383,95950
445,Callbox,4,-3379,95952
445,GTO Baseline,-1,4717,104048
446,GTO Baseline,2,4719,104048
446,Callbox,1,-3378,95952
447,Callbox,4,-3374,95954
447,GTO Baseline,-1,4718,104046
448,GTO Baseline,0,4718,104044
448,Callbox,3,-3371,95956
449,Callbox,7,-3364,95961
449,GTO Baseline,-4,4714,104039
450,GTO Baseline,-16,4698,104021
450,Callbox,19,-3345,95979
451,Callbox,0,-3345,95977
451,GTO Baseline,3,4701,104023
452,GTO Baseline,-4,4697,104017
452,Callbox,7,-3338,95983
453,Callbox,-4,-3342,95977
453,GTO Baseline,7,4704,104023
454,GTO Baseline,59,4763,104080
454,Callbox,-56,-3398,95920
455,Callbox,0,-3398,95918
455,GTO Baseline,3,4766,104082
456,GTO Baseline,0,4766,104080
456,Callbox,3,-3395,95920
457,Callbox,4,-3391,95922
457,GTO Baseline,-1,4765,104078
458,GTO Baseline,-10,4755,104066
458,Callbox,13,-3378,95934
459,Callbox,-67,-3445,95865
459,GTO Baseline,70,4825,104135
460,GTO Baseline,-53,4772,104080
460,Callbox,56,-3389,95920
461,Callbox,0,-3389,95918
461,GTO Baseline,3,4775,104082
462,GTO Baseline,156,4931,104236
462,Callbox,-153,-3542,95764
463,Callbox,6,-3536,95768
463,GTO Baseline,-3,4928,104232
464,GTO Baseline,-210,4718,104020
464,Callbox,213,-3323,95980
465,Callbox,-19,-3342,95959
465,GTO Baseline,22,4740,104041
466,GTO Baseline,0,4740,104039
466,Callbox,3,-3339,95961
467,Callbox,4,-3335,95963
467,GTO Baseline,-1,4739,104037
468,GTO Baseline,-69,4670,103966
468,Callbox,72,-3263,96034
469,Callbox,4,-3259,96036
469,GTO Baseline,-1,4669,103964
470,GTO Baseline,-54,4615,103908
470,Callbox,57,-3202,96092
471,Callbox,0,-3202,96090
471,GTO Baseline,3,4618,103910
472,GTO Baseline,-54,4564,103854
472,Callbox,57,-3145,96146
473,Callbox,-4,-3149,96140
473,GTO Baseline,7,4571,103860
474,GTO Baseline,-16,4555,103842
474,Callbox,19,-3130,96158
475,Callbox,-71,-3201,96085
475,GTO Baseline,74,4629,103915
476,GTO Baseline,2,4631,103915
476,Callbox,1,-3200,96085
477,Callbox,2,-3198,96085
477,GTO Baseline,1,4632,103915
478,GTO Baseline,62,4694,103975
478,Callbox,-59,-3257,96025
479,Callbox,4,-3253,96027
479,GTO Baseline,-1,4693,103973
480,GTO Baseline,48,4741,104019
480,Callbox,-45,-3298,95981
481,Callbox,0,-3298,95979
481,GTO Baseline,3,4744,104021
482,GTO Baseline,-72,4672,103947
482,Callbox,75,-3223,96053
483,Callbox,4,-3219,96055
483,GTO Baseline,-1,4671,103945
484,GTO Baseline,4,4675,103947
484,Callbox,-1,-3220,96053
485,Callbox,8,-3212,96059
485,GTO Baseline,-5,4670,103941
486,GTO Baseline,160,4830,104099
486,Callbox,-157,-3369,95901
487,Callbox,20,-3349,95919
487,GTO Baseline,-17,4813,104081
488,GTO Baseline,4,4817,104083
488,Callbox,-1,-3350,95917
489,Callbox,4,-3346,95919
489,GTO Baseline,-1,4816,104081
490,GTO Baseline,4,4820,104083
490,Callbox,-1,-3347,95917
491,Callbox,0,-3347,95915
491,GTO Baseline,3,4823,104085
492,GTO Baseline,21,4844,104104
492,Callbox,-18,-3365,95896
493,Callbox,4,-3361,95898
493,GTO Baseline,-1,4843,104102
494,GTO Baseline,14,4857,104114
494,Callbox,-11,-3372,95886
495,Callbox,-53,-3425,95831
495,GTO Baseline,56,4913,104169
496,GTO Baseline,4,4917,104171
496,Callbox,-1,-3426,95829
497,Callbox,4,-3422,95831
497,GTO Baseline,-1,4916,104169
498,GTO Baseline,4,4920,104171
498,Callbox,-1,-3423,95829
499,Callbox,22,-3401,95849
499,GTO Baseline,-19,4901,104151
