hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
0,GTO Baseline,0.20000076293945312,0.20000076293945312,10000000000.0
0,Callbox,0.10000038146972656,0.10000038146972656,10000000000.0
1,Callbox,-18.0,-17.899999618530273,9999999981.8
1,GTO Baseline,18.299999237060547,18.5,10000000018.199999
2,GTO Baseline,-6.0,12.5,10000000011.999998
2,Callbox,6.299999237060547,-11.600000381469727,9999999987.999998
3,Callbox,7.399999618530273,-4.200000762939453,9999999995.199997
3,GTO Baseline,-7.100000381469727,5.399999618530273,10000000004.799997
4,GTO Baseline,0.0,5.399999618530273,10000000004.599997
4,Callbox,0.2999992370605469,-3.9000015258789062,9999999995.399996
5,Callbox,0.39999961853027344,-3.500001907348633,9999999995.599995
5,GTO Baseline,-0.10000038146972656,5.299999237060547,10000000004.399996
6,GTO Baseline,0.39999961853027344,5.69999885559082,10000000004.599995
6,Callbox,-0.10000038146972656,-3.6000022888183594,9999999995.399994
7,Callbox,-21.0,-24.60000228881836,9999999974.199993
7,GTO Baseline,21.299999237060547,26.999998092651367,10000000025.799994
8,GTO Baseline,0.0,26.999998092651367,10000000025.599993
8,Callbox,0.2999992370605469,-24.300003051757812,9999999974.399992
9,Callbox,0.39999961853027344,-23.90000343322754,9999999974.59999
9,GTO Baseline,-0.10000038146972656,26.89999771118164,10000000025.399992
10,GTO Baseline,0.0,26.89999771118164,10000000025.199991
10,Callbox,0.2999992370605469,-23.600004196166992,9999999974.79999
11,Callbox,-2.0,-25.600004196166992,9999999972.599989
11,GTO Baseline,2.299999237060547,29.199996948242188,10000000027.39999
12,GTO Baseline,-19.0,10.199996948242188,10000000008.19999
12,Callbox,19.299999237060547,-6.300004959106445,9999999991.799988
13,Callbox,0.2999992370605469,-6.000005722045898,9999999991.899986
13,GTO Baseline,0.0,10.199996948242188,10000000008.099989
14,GTO Baseline,0.0,10.199996948242188,10000000007.899988
14,Callbox,0.2999992370605469,-5.700006484985352,9999999992.099985
15,Callbox,-24.0,-29.70000648498535,9999999967.899984
15,GTO Baseline,24.299999237060547,34.499996185302734,10000000032.099987
16,GTO Baseline,0.39999961853027344,34.89999580383301,10000000032.299986
16,Callbox,-0.10000038146972656,-29.800006866455078,9999999967.699984
17,Callbox,0.0,-29.800006866455078,9999999967.499983
17,GTO Baseline,0.2999992370605469,35.199995040893555,10000000032.499985
18,GTO Baseline,0.0,35.199995040893555,10000000032.299984
18,Callbox,0.2999992370605469,-29.50000762939453,9999999967.699982
19,Callbox,7.399999618530273,-22.100008010864258,9999999974.89998
19,GTO Baseline,-7.100000381469727,28.099994659423828,10000000025.099983
20,GTO Baseline,20.399999618530273,48.4999942779541,10000000045.299982
20,Callbox,-20.100000381469727,-42.200008392333984,9999999954.69998
21,Callbox,0.39999961853027344,-41.80000877380371,9999999954.899979
21,GTO Baseline,-0.10000038146972656,48.399993896484375,10000000045.099981
22,GTO Baseline,19.399999618530273,67.79999351501465,10000000064.29998
22,Callbox,-19.100000381469727,-60.90000915527344,9999999935.699978
23,Callbox,-7.0,-67.90000915527344,9999999928.499977
23,GTO Baseline,7.299999237060547,75.0999927520752,10000000071.499979
24,GTO Baseline,18.399999618530273,93.49999237060547,10000000089.699978
24,Callbox,-18.100000381469727,-86.00000953674316,9999999910.299976
25,Callbox,0.0,-86.00000953674316,9999999910.099976
25,GTO Baseline,0.2999992370605469,93.79999160766602,10000000089.899977
26,GTO Baseline,-21.0,72.79999160766602,10000000068.699976
26,Callbox,21.299999237060547,-64.70001029968262,9999999931.299974
27,Callbox,0.2999992370605469,-64.40001106262207,9999999931.399973
27,GTO Baseline,0.0,72.79999160766602,10000000068.599976
28,GTO Baseline,18.399999618530273,91.19999122619629,10000000086.799974
28,Callbox,-18.100000381469727,-82.5000114440918,9999999913.199972
29,Callbox,0.39999961853027344,-82.10001182556152,9999999913.399971
29,GTO Baseline,-0.10000038146972656,91.09999084472656,10000000086.599974
30,GTO Baseline,-21.0,70.09999084472656,10000000065.399973
30,Callbox,21.299999237060547,-60.80001258850098,9999999934.59997
31,Callbox,0.0,-60.80001258850098,9999999934.39997
31,GTO Baseline,0.2999992370605469,70.39999008178711,10000000065.599972
32,GTO Baseline,0.0,70.39999008178711,10000000065.399971
32,Callbox,0.2999992370605469,-60.50001335144043,9999999934.599968
33,Callbox,0.39999961853027344,-60.100013732910156,9999999934.799967
33,GTO Baseline,-0.10000038146972656,70.29998970031738,10000000065.19997
34,GTO Baseline,0.0,70.29998970031738,10000000064.99997
34,Callbox,0.2999992370605469,-59.80001449584961,9999999934.999966
35,Callbox,7.399999618530273,-52.400014877319336,9999999942.199965
35,GTO Baseline,-7.100000381469727,63.199989318847656,10000000057.799969
36,GTO Baseline,-18.0,45.199989318847656,10000000039.599968
36,Callbox,18.299999237060547,-34.10001564025879,9999999960.399963
37,Callbox,0.0,-34.10001564025879,9999999960.199963
37,GTO Baseline,0.2999992370605469,45.4999885559082,10000000039.799967
38,GTO Baseline,0.0,45.4999885559082,10000000039.599966
38,Callbox,0.2999992370605469,-33.80001640319824,9999999960.399961
39,Callbox,0.39999961853027344,-33.40001678466797,9999999960.59996
39,GTO Baseline,-0.10000038146972656,45.39998817443848,10000000039.399965
40,GTO Baseline,7.399999618530273,52.79998779296875,10000000046.599964
40,Callbox,-7.100000381469727,-40.500017166137695,9999999953.39996
41,Callbox,0.2999992370605469,-40.20001792907715,9999999953.499958
41,GTO Baseline,0.0,52.79998779296875,10000000046.499964
42,GTO Baseline,-7.0,45.79998779296875,10000000039.299963
42,Callbox,7.299999237060547,-32.9000186920166,9999999960.699957
43,Callbox,2.3999996185302734,-30.500019073486328,9999999962.899956
43,GTO Baseline,-2.1000003814697266,43.69998741149902,10000000037.099962
44,GTO Baseline,-18.0,25.699987411499023,10000000018.899961
44,Callbox,18.299999237060547,-12.200019836425781,9999999981.099955
45,Callbox,0.39999961853027344,-11.800020217895508,9999999981.299953
45,GTO Baseline,-0.10000038146972656,25.599987030029297,10000000018.69996
46,GTO Baseline,-19.0,6.599987030029297,9999999999.49996
46,Callbox,19.299999237060547,7.499979019165039,10000000000.499952
47,Callbox,0.0,7.499979019165039,10000000000.299952
47,GTO Baseline,0.2999992370605469,6.899986267089844,9999999999.699959
48,GTO Baseline,21.399999618530273,28.299985885620117,10000000020.899958
48,Callbox,-21.100000381469727,-13.600021362304688,9999999979.09995
49,Callbox,-21.0,-34.60002136230469,9999999957.89995
49,GTO Baseline,21.299999237060547,49.599985122680664,10000000042.099957
50,GTO Baseline,0.0,49.599985122680664,10000000041.899956
50,Callbox,0.2999992370605469,-34.30002212524414,9999999958.099949
51,Callbox,0.39999961853027344,-33.90002250671387,9999999958.299948
51,GTO Baseline,-0.10000038146972656,49.49998474121094,10000000041.699955
52,GTO Baseline,0.0,49.49998474121094,10000000041.499954
52,Callbox,0.2999992370605469,-33.60002326965332,9999999958.499947
53,Callbox,0.2999992370605469,-33.30002403259277,9999999958.599945
53,GTO Baseline,0.0,49.49998474121094,10000000041.399954
54,GTO Baseline,0.39999961853027344,49.89998435974121,10000000041.599953
54,Callbox,-0.10000038146972656,-33.4000244140625,9999999958.399944
55,Callbox,24.399999618530273,-9.000024795532227,9999999982.599943
55,GTO Baseline,-24.100000381469727,25.799983978271484,10000000017.399952
56,GTO Baseline,6.399999618530273,32.19998359680176,10000000023.59995
56,Callbox,-6.100000381469727,-15.100025177001953,9999999976.399942
57,Callbox,0.0,-15.100025177001953,9999999976.199942
57,GTO Baseline,0.2999992370605469,32.499982833862305,10000000023.79995
58,GTO Baseline,0.0,32.499982833862305,10000000023.599949
58,Callbox,0.2999992370605469,-14.800025939941406,9999999976.39994
59,Callbox,0.0,-14.800025939941406,9999999976.19994
59,GTO Baseline,0.2999992370605469,32.79998207092285,10000000023.799948
60,GTO Baseline,0.0,32.79998207092285,10000000023.599947
60,Callbox,0.2999992370605469,-14.50002670288086,9999999976.399939
61,Callbox,-24.0,-38.50002670288086,9999999952.199938
61,GTO Baseline,24.299999237060547,57.0999813079834,10000000047.799946
62,GTO Baseline,-18.0,39.0999813079834,10000000029.599945
62,Callbox,18.299999237060547,-20.200027465820312,9999999970.399937
63,Callbox,-2.0,-22.200027465820312,9999999968.199936
63,GTO Baseline,2.299999237060547,41.399980545043945,10000000031.799944
64,GTO Baseline,0.39999961853027344,41.79998016357422,10000000031.999943
64,Callbox,-0.10000038146972656,-22.30002784729004,9999999967.999935
65,Callbox,0.2999992370605469,-22.000028610229492,9999999968.099934
65,GTO Baseline,0.0,41.79998016357422,10000000031.899942
66,GTO Baseline,0.0,41.79998016357422,10000000031.699942
66,Callbox,0.2999992370605469,-21.700029373168945,9999999968.299932
67,Callbox,2.3999996185302734,-19.300029754638672,9999999970.499931
67,GTO Baseline,-2.1000003814697266,39.69997978210449,10000000029.49994
68,GTO Baseline,0.0,39.69997978210449,10000000029.29994
68,Callbox,0.2999992370605469,-19.000030517578125,9999999970.69993
69,Callbox,-6.0,-25.000030517578125,9999999964.49993
69,GTO Baseline,6.299999237060547,45.99997901916504,10000000035.499939
70,GTO Baseline,0.0,45.99997901916504,10000000035.299938
70,Callbox,0.2999992370605469,-24.700031280517578,9999999964.699928
71,Callbox,6.399999618530273,-18.300031661987305,9999999970.899927
71,GTO Baseline,-6.100000381469727,39.89997863769531,10000000029.099937
72,GTO Baseline,-6.0,33.89997863769531,10000000022.899937
72,Callbox,6.299999237060547,-12.000032424926758,9999999977.099926
73,Callbox,0.39999961853027344,-11.600032806396484,9999999977.299925
73,GTO Baseline,-0.10000038146972656,33.799978256225586,10000000022.699936
74,GTO Baseline,0.0,33.799978256225586,10000000022.499935
74,Callbox,0.2999992370605469,-11.300033569335938,9999999977.499924
75,Callbox,-25.0,-36.30003356933594,9999999952.299923
75,GTO Baseline,25.299999237060547,59.09997749328613,10000000047.699934
76,GTO Baseline,0.0,59.09997749328613,10000000047.499933
76,Callbox,0.2999992370605469,-36.00003433227539,9999999952.499922
77,Callbox,0.0,-36.00003433227539,9999999952.299921
77,GTO Baseline,0.2999992370605469,59.39997673034668,10000000047.699932
78,GTO Baseline,18.399999618530273,77.79997634887695,10000000065.899931
78,Callbox,-18.100000381469727,-54.10003471374512,9999999934.09992
79,Callbox,18.399999618530273,-35.700035095214844,9999999952.29992
79,GTO Baseline,-18.100000381469727,59.69997596740723,10000000047.69993
80,GTO Baseline,24.399999618530273,84.0999755859375,10000000071.89993
80,Callbox,-24.100000381469727,-59.80003547668457,9999999928.099918
81,Callbox,0.2999992370605469,-59.50003623962402,9999999928.199917
81,GTO Baseline,0.0,84.0999755859375,10000000071.799929
82,GTO Baseline,0.39999961853027344,84.49997520446777,10000000071.999928
82,Callbox,-0.10000038146972656,-59.60003662109375,9999999927.999916
83,Callbox,2.3999996185302734,-57.20003700256348,9999999930.199915
83,GTO Baseline,-2.1000003814697266,82.39997482299805,10000000069.799927
84,GTO Baseline,-7.0,75.39997482299805,10000000062.599926
84,Callbox,7.299999237060547,-49.90003776550293,9999999937.399914
