hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
51,GTO Baseline,-5,1075,100997
52,GTO Baseline,73,1148,101068
52,Callbox,-70,-989,98932
53,Callbox,0,-989,98930
53,GTO Baseline,3,1151,101070
54,GTO Baseline,0,1151,101068
54,Callbox,3,-986,98932
55,Callbox,4,-982,98934
55,GTO Baseline,-1,1150,101066
56,GTO Baseline,-54,1096,101010
56,Callbox,57,-925,98990
57,Callbox,4,-921,98992
57,GTO Baseline,-1,1095,101008
58,GTO Baseline,150,1245,101156
58,Callbox,-147,-1068,98844
59,Callbox,-191,-1259,98651
59,GTO Baseline,194,1439,101349
60,GTO Baseline,20,1459,101367
60,Callbox,-17,-1276,98633
61,Callbox,21,-1255,98652
61,GTO Baseline,-18,1441,101348
62,GTO Baseline,2,1443,101348
62,Callbox,1,-1254,98652
63,Callbox,2,-1252,98652
63,GTO Baseline,1,1444,101348
64,GTO Baseline,200,1644,101546
64,Callbox,-197,-1449,98454
65,Callbox,20,-1429,98472
65,GTO Baseline,-17,1627,101528
66,GTO Baseline,-4,1623,101522
66,Callbox,7,-1422,98478
67,Callbox,-73,-1495,98403
67,GTO Baseline,76,1699,101597
68,GTO Baseline,0,1699,101595
68,Callbox,3,-1492,98405
69,Callbox,70,-1422,98473
69,GTO Baseline,-67,1632,101527
70,GTO Baseline,57,1689,101582
70,Callbox,-54,-1476,98418
71,Callbox,-53,-1529,98363
71,GTO Baseline,56,1745,101637
72,GTO Baseline,4,1749,101639
72,Callbox,-1,-1530,98361
73,Callbox,0,-1530,98359
73,GTO Baseline,3,1752,101641
74,GTO Baseline,4,1756,101643
74,Callbox,-1,-1531,98357
75,Callbox,4,-1527,98359
75,GTO Baseline,-1,1755,101641
76,GTO Baseline,-19,1736,101620
76,Callbox,22,-1505,98380
77,Callbox,8,-1497,98386
77,GTO Baseline,-5,1731,101614
78,GTO Baseline,4,1735,101616
78,Callbox,-1,-1498,98384
79,Callbox,0,-1498,98382
79,GTO Baseline,3,1738,101618
80,GTO Baseline,0,1738,101616
80,Callbox,3,-1495,98384
81,Callbox,-145,-1640,98237
81,GTO Baseline,148,1886,101763
82,GTO Baseline,-54,1832,101707
82,Callbox,57,-1583,98293
83,Callbox,-204,-1787,98087
83,GTO Baseline,207,2039,101913
84,GTO Baseline,-10,2029,101901
84,Callbox,13,-1774,98099
85,Callbox,4,-1770,98101
85,GTO Baseline,-1,2028,101899
86,GTO Baseline,-59,1969,101838
86,Callbox,62,-1708,98162
87,Callbox,4,-1704,98164
87,GTO Baseline,-1,1968,101836
88,GTO Baseline,-13,1955,101821
88,Callbox,16,-1688,98179
89,Callbox,4,-1684,98181
89,GTO Baseline,-1,1954,101819
90,GTO Baseline,0,1954,101817
90,Callbox,3,-1681,98183
91,Callbox,68,-1613,98249
91,GTO Baseline,-65,1889,101751
92,GTO Baseline,189,2078,101938
92,Callbox,-186,-1799,98062
93,Callbox,-67,-1866,97993
93,GTO Baseline,70,2148,102007
94,GTO Baseline,0,2148,102005
94,Callbox,3,-1863,97995
95,Callbox,4,-1859,97997
95,GTO Baseline,-1,2147,102003
96,GTO Baseline,-54,2093,101947
96,Callbox,57,-1802,98053
97,Callbox,4,-1798,98055
97,GTO Baseline,-1,2092,101945
98,GTO Baseline,-13,2079,101930
98,Callbox,16,-1782,98070
99,Callbox,0,-1782,98068
99,GTO Baseline,3,2082,101932
100,GTO Baseline,156,2238,102086
100,Callbox,-153,-1935,97914
101,Callbox,-4,-1939,97908
101,GTO Baseline,7,2245,102092
102,GTO Baseline,69,2314,102159
102,Callbox,-66,-2005,97841
103,Callbox,-4,-2009,97835
103,GTO Baseline,7,2321,102165
104,GTO Baseline,4,2325,102167
104,Callbox,-1,-2010,97833
105,Callbox,0,-2010,97831
105,GTO Baseline,3,2328,102169
106,GTO Baseline,-185,2143,101982
106,Callbox,188,-1822,98018
107,Callbox,8,-1814,98024
107,GTO Baseline,-5,2138,101976
108,GTO Baseline,-171,1967,101803
108,Callbox,174,-1640,98197
109,Callbox,2,-1638,98197
109,GTO Baseline,1,1968,101803
110,GTO Baseline,65,2033,101866
110,Callbox,-62,-1700,98134
111,Callbox,20,-1680,98152
111,GTO Baseline,-17,2016,101848
112,GTO Baseline,-4,2012,101842
112,Callbox,7,-1673,98158
113,Callbox,-45,-1718,98111
113,GTO Baseline,48,2060,101889
114,GTO Baseline,145,2205,102032
114,Callbox,-142,-1860,97968
115,Callbox,6,-1854,97972
115,GTO Baseline,-3,2202,102028
116,GTO Baseline,0,2202,102026
116,Callbox,3,-1851,97974
117,Callbox,71,-1780,98043
117,GTO Baseline,-68,2134,101957
118,GTO Baseline,-19,2115,101936
118,Callbox,22,-1758,98064
119,Callbox,7,-1751,98069
119,GTO Baseline,-4,2111,101931
120,GTO Baseline,4,2115,101933
120,Callbox,-1,-1752,98067
121,Callbox,-53,-1805,98012
121,GTO Baseline,56,2171,101988
122,GTO Baseline,-4,2167,101982
122,Callbox,7,-1798,98018
123,Callbox,-4,-1802,98012
123,GTO Baseline,7,2174,101988
124,GTO Baseline,75,2249,102061
124,Callbox,-72,-1874,97939
125,Callbox,-148,-2022,97789
125,GTO Baseline,151,2400,102211
126,GTO Baseline,0,2400,102209
126,Callbox,3,-2019,97791
127,Callbox,4,-2015,97793
127,GTO Baseline,-1,2399,102207
128,GTO Baseline,0,2399,102205
128,Callbox,3,-2012,97795
129,Callbox,4,-2008,97797
129,GTO Baseline,-1,2398,102203
130,GTO Baseline,-4,2394,102197
130,Callbox,7,-2001,97803
131,Callbox,0,-2001,97801
131,GTO Baseline,3,2397,102199
132,GTO Baseline,-16,2381,102181
132,Callbox,19,-1982,97819
133,Callbox,-4,-1986,97813
133,GTO Baseline,7,2388,102187
134,GTO Baseline,57,2445,102242
134,Callbox,-54,-2040,97758
135,Callbox,39,-2001,97795
135,GTO Baseline,-36,2409,102205
136,GTO Baseline,203,2612,102406
136,Callbox,-200,-2201,97594
137,Callbox,0,-2201,97592
137,GTO Baseline,3,2615,102408
138,GTO Baseline,2,2617,102408
138,Callbox,1,-2200,97592
139,Callbox,0,-2200,97590
139,GTO Baseline,3,2620,102410
140,GTO Baseline,-174,2446,102234
140,Callbox,177,-2023,97766
141,Callbox,0,-2023,97764
141,GTO Baseline,3,2449,102236
142,GTO Baseline,4,2453,102238
142,Callbox,-1,-2024,97762
143,Callbox,4,-2020,97764
143,GTO Baseline,-1,2452,102236
144,GTO Baseline,2,2454,102236
144,Callbox,1,-2019,97764
145,Callbox,45,-1974,97807
145,GTO Baseline,-42,2412,102193
146,GTO Baseline,-19,2393,102172
146,Callbox,22,-1952,97828
147,Callbox,57,-1895,97883
147,GTO Baseline,-54,2339,102117
148,GTO Baseline,-19,2320,102096
148,Callbox,22,-1873,97904
149,Callbox,2,-1871,97904
149,GTO Baseline,1,2321,102096
150,GTO Baseline,0,2321,102094
150,Callbox,3,-1868,97906
151,Callbox,4,-1864,97908
151,GTO Baseline,-1,2320,102092
152,GTO Baseline,-4,2316,102086
152,Callbox,7,-1857,97914
153,Callbox,131,-1726,98043
153,GTO Baseline,-128,2188,101957
154,GTO Baseline,0,2188,101955
154,Callbox,3,-1723,98045
155,Callbox,4,-1719,98047
155,GTO Baseline,-1,2187,101953
156,GTO Baseline,-113,2074,101838
156,Callbox,116,-1603,98162
157,Callbox,0,-1603,98160
157,GTO Baseline,3,2077,101840
158,GTO Baseline,-54,2023,101784
158,Callbox,57,-1546,98216
159,Callbox,0,-1546,98214
159,GTO Baseline,3,2026,101786
160,GTO Baseline,-197,1829,101587
160,Callbox,200,-1346,98413
161,Callbox,8,-1338,98419
161,GTO Baseline,-5,1824,101581
162,GTO Baseline,0,1824,101579
162,Callbox,3,-1335,98421
163,Callbox,0,-1335,98419
163,GTO Baseline,3,1827,101581
164,GTO Baseline,0,1827,101579
164,Callbox,3,-1332,98421
165,Callbox,-71,-1403,98348
165,GTO Baseline,74,1901,101652
166,GTO Baseline,58,1959,101708
166,Callbox,-55,-1458,98292
167,Callbox,-19,-1477,98271
167,GTO Baseline,22,1981,101729
168,GTO Baseline,2,1983,101729
168,Callbox,1,-1476,98271
169,Callbox,0,-1476,98269
169,GTO Baseline,3,1986,101731
170,GTO Baseline,0,1986,101729
170,Callbox,3,-1473,98271
171,Callbox,4,-1469,98273
171,GTO Baseline,-1,1985,101727
172,GTO Baseline,119,2104,101844
172,Callbox,-116,-1585,98156
173,Callbox,58,-1527,98212
173,GTO Baseline,-55,2049,101788
174,GTO Baseline,4,2053,101790
174,Callbox,-1,-1528,98210
175,Callbox,-4,-1532,98204
175,GTO Baseline,7,2060,101796
176,GTO Baseline,4,2064,101798
176,Callbox,-1,-1533,98202
177,Callbox,4,-1529,98204
177,GTO Baseline,-1,2063,101796
178,GTO Baseline,0,2063,101794
178,Callbox,3,-1526,98206
179,Callbox,0,-1526,98204
179,GTO Baseline,3,2066,101796
180,GTO Baseline,8,2074,101802
180,Callbox,-5,-1531,98198
181,Callbox,23,-1508,98219
181,GTO Baseline,-20,2054,101781
182,GTO Baseline,-16,2038,101763
182,Callbox,19,-1489,98237
183,Callbox,0,-1489,98235
183,GTO Baseline,3,2041,101765
184,GTO Baseline,0,2041,101763
184,Callbox,3,-1486,98237
185,Callbox,-16,-1502,98219
185,GTO Baseline,19,2060,101781
186,GTO Baseline,-64,1996,101715
186,Callbox,67,-1435,98285
187,Callbox,-4,-1439,98279
187,GTO Baseline,7,2003,101721
188,GTO Baseline,20,2023,101739
188,Callbox,-17,-1456,98261
189,Callbox,-179,-1635,98080
189,GTO Baseline,182,2205,101920
190,GTO Baseline,4,2209,101922
190,Callbox,-1,-1636,98078
191,Callbox,0,-1636,98076
191,GTO Baseline,3,2212,101924
192,GTO Baseline,214,2426,102136
192,Callbox,-211,-1847,97864
193,Callbox,-64,-1911,97798
193,GTO Baseline,67,2493,102202
194,GTO Baseline,-69,2424,102131
194,Callbox,72,-1839,97869
195,Callbox,6,-1833,97873
195,GTO Baseline,-3,2421,102127
196,GTO Baseline,62,2483,102187
196,Callbox,-59,-1892,97813
197,Callbox,-35,-1927,97776
197,GTO Baseline,38,2521,102224
198,GTO Baseline,-4,2517,102218
198,Callbox,7,-1920,97782
199,Callbox,4,-1916,97784
199,GTO Baseline,-1,2516,102216
200,GTO Baseline,213,2729,102427
200,Callbox,-210,-2126,97573
201,Callbox,4,-2122,97575
201,GTO Baseline,-1,2728,102425
202,GTO Baseline,-58,2670,102365
202,Callbox,61,-2061,97635
203,Callbox,4,-2057,97637
203,GTO Baseline,-1,2669,102363
204,GTO Baseline,150,2819,102511
204,Callbox,-147,-2204,97489
205,Callbox,4,-2200,97491
205,GTO Baseline,-1,2818,102509
206,GTO Baseline,8,2826,102515
206,Callbox,-5,-2205,97485
207,Callbox,8,-2197,97491
207,GTO Baseline,-5,2821,102509
208,GTO Baseline,4,2825,102511
208,Callbox,-1,-2198,97489
209,Callbox,-127,-2325,97360
209,GTO Baseline,130,2955,102640
210,GTO Baseline,-4,2951,102634
210,Callbox,7,-2318,97366
211,Callbox,4,-2314,97368
211,GTO Baseline,-1,2950,102632
212,GTO Baseline,207,3157,102837
212,Callbox,-204,-2518,97163
213,Callbox,4,-2514,97165
213,GTO Baseline,-1,3156,102835
214,GTO Baseline,59,3215,102892
214,Callbox,-56,-2570,97108
215,Callbox,-4,-2574,97102
215,GTO Baseline,7,3222,102898
216,GTO Baseline,0,3222,102896
216,Callbox,3,-2571,97104
217,Callbox,0,-2571,97102
217,GTO Baseline,3,3225,102898
218,GTO Baseline,0,3225,102896
218,Callbox,3,-2568,97104
219,Callbox,-4,-2572,97098
219,GTO Baseline,7,3232,102902
220,GTO Baseline,62,3294,102962
220,Callbox,-59,-2631,97038
221,Callbox,-71,-2702,96965
221,GTO Baseline,74,3368,103035
222,GTO Baseline,4,3372,103037
222,Callbox,-1,-2703,96963
223,Callbox,4,-2699,96965
223,GTO Baseline,-1,3371,103035
224,GTO Baseline,57,3428,103090
224,Callbox,-54,-2753,96910
225,Callbox,8,-2745,96916
225,GTO Baseline,-5,3423,103084
226,GTO Baseline,-4,3419,103078
226,Callbox,7,-2738,96922
227,Callbox,0,-2738,96920
227,GTO Baseline,3,3422,103080
228,GTO Baseline,4,3426,103082
228,Callbox,-1,-2739,96918
229,Callbox,68,-2671,96984
229,GTO Baseline,-65,3361,103016
230,GTO Baseline,0,3361,103014
230,Callbox,3,-2668,96986
231,Callbox,-162,-2830,96822
231,GTO Baseline,165,3526,103178
232,GTO Baseline,2,3528,103178
232,Callbox,1,-2829,96822
233,Callbox,0,-2829,96820
233,GTO Baseline,3,3531,103180
234,GTO Baseline,4,3535,103182
234,Callbox,-1,-2830,96818
235,Callbox,58,-2772,96874
235,GTO Baseline,-55,3480,103126
236,GTO Baseline,-66,3414,103058
236,Callbox,69,-2703,96942
237,Callbox,39,-2664,96979
237,GTO Baseline,-36,3378,103021
238,GTO Baseline,0,3378,103019
238,Callbox,3,-2661,96981
239,Callbox,23,-2638,97002
239,GTO Baseline,-20,3358,102998
240,GTO Baseline,161,3519,103157
240,Callbox,-158,-2796,96843
241,Callbox,58,-2738,96899
241,GTO Baseline,-55,3464,103101
242,GTO Baseline,4,3468,103103
242,Callbox,-1,-2739,96897
243,Callbox,2,-2737,96897
243,GTO Baseline,1,3469,103103
244,GTO Baseline,189,3658,103290
244,Callbox,-186,-2923,96710
245,Callbox,4,-2919,96712
245,GTO Baseline,-1,3657,103288
246,GTO Baseline,122,3779,103408
246,Callbox,-119,-3038,96592
247,Callbox,-60,-3098,96530
247,GTO Baseline,63,3842,103470
248,GTO Baseline,-17,3825,103451
248,Callbox,20,-3078,96549
249,Callbox,4,-3074,96551
249,GTO Baseline,-1,3824,103449
250,GTO Baseline,-53,3771,103394
250,Callbox,56,-3018,96606
251,Callbox,-185,-3203,96419
251,GTO Baseline,188,3959,103581
252,GTO Baseline,214,4173,103793
252,Callbox,-211,-3414,96207
253,Callbox,4,-3410,96209
253,GTO Baseline,-1,4172,103791
254,GTO Baseline,0,4172,103789
254,Callbox,3,-3407,96211
255,Callbox,20,-3387,96229
255,GTO Baseline,-17,4155,103771
256,GTO Baseline,-16,4139,103753
256,Callbox,19,-3368,96247
257,Callbox,58,-3310,96303
257,GTO Baseline,-55,4084,103697
258,GTO Baseline,-58,4026,103637
258,Callbox,61,-3249,96363
259,Callbox,8,-3241,96369
259,GTO Baseline,-5,4021,103631
260,GTO Baseline,-4,4017,103625
260,Callbox,7,-3234,96375
261,Callbox,2,-3232,96375
261,GTO Baseline,1,4018,103625
262,GTO Baseline,145,4163,103768
262,Callbox,-142,-3374,96232
263,Callbox,-155,-3529,96075
263,GTO Baseline,158,4321,103925
264,GTO Baseline,-72,4249,103851
264,Callbox,75,-3454,96149
265,Callbox,14,-3440,96161
265,GTO Baseline,-11,4238,103839
266,GTO Baseline,8,4246,103845
266,Callbox,-5,-3445,96155
267,Callbox,58,-3387,96211
267,GTO Baseline,-55,4191,103789
268,GTO Baseline,0,4191,103787
268,Callbox,3,-3384,96213
269,Callbox,4,-3380,96215
269,GTO Baseline,-1,4190,103785
270,GTO Baseline,-45,4145,103738
270,Callbox,48,-3332,96262
271,Callbox,0,-3332,96260
271,GTO Baseline,3,4148,103740
272,GTO Baseline,0,4148,103738
272,Callbox,3,-3329,96262
273,Callbox,4,-3325,96264
273,GTO Baseline,-1,4147,103736
274,GTO Baseline,0,4147,103734
274,Callbox,3,-3322,96266
275,Callbox,4,-3318,96268
275,GTO Baseline,-1,4146,103732
276,GTO Baseline,57,4203,103787
276,Callbox,-54,-3372,96213
277,Callbox,2,-3370,96213
277,GTO Baseline,1,4204,103787
278,GTO Baseline,8,4212,103793
278,Callbox,-5,-3375,96207
279,Callbox,-2,-3377,96203
279,GTO Baseline,5,4217,103797
280,GTO Baseline,0,4217,103795
280,Callbox,3,-3374,96205
281,Callbox,0,-3374,96203
281,GTO Baseline,3,4220,103797
282,GTO Baseline,-4,4216,103791
282,Callbox,7,-3367,96209
283,Callbox,4,-3363,96211
283,GTO Baseline,-1,4215,103789
284,GTO Baseline,-156,4059,103631
284,Callbox,159,-3204,96369
285,Callbox,4,-3200,96371
285,GTO Baseline,-1,4058,103629
286,GTO Baseline,-16,4042,103611
286,Callbox,19,-3181,96389
287,Callbox,22,-3159,96409
287,GTO Baseline,-19,4023,103591
288,GTO Baseline,4,4027,103593
288,Callbox,-1,-3160,96407
289,Callbox,-111,-3271,96294
289,GTO Baseline,114,4141,103706
290,GTO Baseline,0,4141,103704
290,Callbox,3,-3268,96296
291,Callbox,0,-3268,96294
291,GTO Baseline,3,4144,103706
292,GTO Baseline,214,4358,103918
292,Callbox,-211,-3479,96082
293,Callbox,8,-3471,96088
293,GTO Baseline,-5,4353,103912
294,GTO Baseline,62,4415,103972
294,Callbox,-59,-3530,96028
295,Callbox,8,-3522,96034
295,GTO Baseline,-5,4410,103966
296,GTO Baseline,0,4410,103964
296,Callbox,3,-3519,96036
297,Callbox,-66,-3585,95968
297,GTO Baseline,69,4479,104032
298,GTO Baseline,20,4499,104050
298,Callbox,-17,-3602,95950
299,Callbox,-64,-3666,95884
299,GTO Baseline,67,4566,104116
300,GTO Baseline,200,4766,104314
300,Callbox,-197,-3863,95686
301,Callbox,-4,-3867,95680
301,GTO Baseline,7,4773,104320
302,GTO Baseline,8,4781,104326
302,Callbox,-5,-3872,95674
303,Callbox,-37,-3909,95635
303,GTO Baseline,40,4821,104365
304,GTO Baseline,20,4841,104383
304,Callbox,-17,-3926,95617
305,Callbox,0,-3926,95615
305,GTO Baseline,3,4844,104385
306,GTO Baseline,55,4899,104438
306,Callbox,-52,-3978,95562
307,Callbox,-4,-3982,95556
307,GTO Baseline,7,4906,104444
308,GTO Baseline,4,4910,104446
308,Callbox,-1,-3983,95554
309,Callbox,0,-3983,95552
309,GTO Baseline,3,4913,104448
310,GTO Baseline,-58,4855,104388
310,Callbox,61,-3922,95612
311,Callbox,0,-3922,95610
311,GTO Baseline,3,4858,104390
312,GTO Baseline,0,4858,104388
312,Callbox,3,-3919,95612
313,Callbox,20,-3899,95630
313,GTO Baseline,-17,4841,104370
314,GTO Baseline,149,4990,104517
314,Callbox,-146,-4045,95483
315,Callbox,-49,-4094,95432
315,GTO Baseline,52,5042,104568
316,GTO Baseline,2,5044,104568
316,Callbox,1,-4093,95432
317,Callbox,20,-4073,95450
317,GTO Baseline,-17,5027,104550
318,GTO Baseline,214,5241,104762
318,Callbox,-211,-4284,95238
319,Callbox,0,-4284,95236
319,GTO Baseline,3,5244,104764
320,GTO Baseline,0,5244,104762
320,Callbox,3,-4281,95238
321,Callbox,-16,-4297,95220
321,GTO Baseline,19,5263,104780
322,GTO Baseline,4,5267,104782
322,Callbox,-1,-4298,95218
323,Callbox,20,-4278,95236
323,GTO Baseline,-17,5250,104764
324,GTO Baseline,17,5267,104779
324,Callbox,-14,-4292,95221
325,Callbox,8,-4284,95227
325,GTO Baseline,-5,5262,104773
326,GTO Baseline,-3,5259,104768
326,Callbox,6,-4278,95232
327,Callbox,4,-4274,95234
327,GTO Baseline,-1,5258,104766
328,GTO Baseline,-17,5241,104747
328,Callbox,20,-4254,95253
329,Callbox,0,-4254,95251
329,GTO Baseline,3,5244,104749
330,GTO Baseline,-2,5242,104745
330,Callbox,5,-4249,95255
331,Callbox,4,-4245,95257
331,GTO Baseline,-1,5241,104743
332,GTO Baseline,4,5245,104745
332,Callbox,-1,-4246,95255
333,Callbox,0,-4246,95253
333,GTO Baseline,3,5248,104747
334,GTO Baseline,4,5252,104749
334,Callbox,-1,-4247,95251
335,Callbox,-19,-4266,95230
335,GTO Baseline,22,5274,104770
336,GTO Baseline,4,5278,104772
336,Callbox,-1,-4267,95228
337,Callbox,0,-4267,95226
337,GTO Baseline,3,5281,104774
338,GTO Baseline,-59,5222,104713
338,Callbox,62,-4205,95287
339,Callbox,-4,-4209,95281
339,GTO Baseline,7,5229,104719
340,GTO Baseline,20,5249,104737
340,Callbox,-17,-4226,95263
341,Callbox,-16,-4242,95245
341,GTO Baseline,19,5268,104755
342,GTO Baseline,76,5344,104829
342,Callbox,-73,-4315,95171
343,Callbox,0,-4315,95169
343,GTO Baseline,3,5347,104831
344,GTO Baseline,-19,5328,104810
344,Callbox,22,-4293,95190
345,Callbox,0,-4293,95188
345,GTO Baseline,3,5331,104812
346,GTO Baseline,4,5335,104814
346,Callbox,-1,-4294,95186
347,Callbox,4,-4290,95188
347,GTO Baseline,-1,5334,104812
348,GTO Baseline,182,5516,104992
348,Callbox,-179,-4469,95008
349,Callbox,2,-4467,95008
349,GTO Baseline,1,5517,104992
350,GTO Baseline,0,5517,104990
350,Callbox,3,-4464,95010
351,Callbox,-169,-4633,94839
351,GTO Baseline,172,5689,105161
352,GTO Baseline,-73,5616,105086
352,Callbox,76,-4557,94914
353,Callbox,2,-4555,94914
353,GTO Baseline,1,5617,105086
354,GTO Baseline,0,5617,105084
354,Callbox,3,-4552,94916
355,Callbox,-190,-4742,94724
355,GTO Baseline,193,5810,105276
356,GTO Baseline,4,5814,105278
356,Callbox,-1,-4743,94722
357,Callbox,8,-4735,94728
357,GTO Baseline,-5,5809,105272
358,GTO Baseline,-18,5791,105252
358,Callbox,21,-4714,94748
359,Callbox,7,-4707,94753
359,GTO Baseline,-4,5787,105247
360,GTO Baseline,160,5947,105405
360,Callbox,-157,-4864,94595
361,Callbox,4,-4860,94597
361,GTO Baseline,-1,5946,105403
362,GTO Baseline,-61,5885,105340
362,Callbox,64,-4796,94660
363,Callbox,65,-4731,94723
363,GTO Baseline,-62,5823,105277
364,GTO Baseline,221,6044,105496
364,Callbox,-218,-4949,94504
365,Callbox,0,-4949,94502
365,GTO Baseline,3,6047,105498
366,GTO Baseline,0,6047,105496
366,Callbox,3,-4946,94504
367,Callbox,0,-4946,94502
367,GTO Baseline,3,6050,105498
368,GTO Baseline,8,6058,105504
368,Callbox,-5,-4951,94496
369,Callbox,8,-4943,94502
369,GTO Baseline,-5,6053,105498
370,GTO Baseline,-139,5914,105357
370,Callbox,142,-4801,94643
371,Callbox,-19,-4820,94622
371,GTO Baseline,22,5936,105378
372,GTO Baseline,210,6146,105586
372,Callbox,-207,-5027,94414
373,Callbox,-126,-5153,94286
373,GTO Baseline,129,6275,105714
374,GTO Baseline,-54,6221,105658
374,Callbox,57,-5096,94342
375,Callbox,0,-5096,94340
375,GTO Baseline,3,6224,105660
376,GTO Baseline,59,6283,105717
376,Callbox,-56,-5152,94283
377,Callbox,20,-5132,94301
377,GTO Baseline,-17,6266,105699
378,GTO Baseline,-17,6249,105680
378,Callbox,20,-5112,94320
379,Callbox,-50,-5162,94268
379,GTO Baseline,53,6302,105732
380,GTO Baseline,-53,6249,105677
380,Callbox,56,-5106,94323
381,Callbox,4,-5102,94325
381,GTO Baseline,-1,6248,105675
382,GTO Baseline,150,6398,105823
382,Callbox,-147,-5249,94177
383,Callbox,0,-5249,94175
383,GTO Baseline,3,6401,105825
384,GTO Baseline,4,6405,105827
384,Callbox,-1,-5250,94173
385,Callbox,4,-5246,94175
385,GTO Baseline,-1,6404,105825
386,GTO Baseline,4,6408,105827
386,Callbox,-1,-5247,94173
387,Callbox,-16,-5263,94155
387,GTO Baseline,19,6427,105845
388,GTO Baseline,2,6429,105845
388,Callbox,1,-5262,94155
389,Callbox,20,-5242,94173
389,GTO Baseline,-17,6412,105827
390,GTO Baseline,4,6416,105829
390,Callbox,-1,-5243,94171
391,Callbox,0,-5243,94169
391,GTO Baseline,3,6419,105831
392,GTO Baseline,69,6488,105898
392,Callbox,-66,-5309,94102
393,Callbox,4,-5305,94104
393,GTO Baseline,-1,6487,105896
394,GTO Baseline,-53,6434,105841
394,Callbox,56,-5249,94159
395,Callbox,0,-5249,94157
395,GTO Baseline,3,6437,105843
396,GTO Baseline,8,6445,105849
396,Callbox,-5,-5254,94151
397,Callbox,4,-5250,94153
397,GTO Baseline,-1,6444,105847
398,GTO Baseline,-19,6425,105826
398,Callbox,22,-5228,94174
399,Callbox,2,-5226,94174
399,GTO Baseline,1,6426,105826
400,GTO Baseline,-19,6407,105805
400,Callbox,22,-5204,94195
401,Callbox,20,-5184,94213
401,GTO Baseline,-17,6390,105787
402,GTO Baseline,4,6394,105789
402,Callbox,-1,-5185,94211
403,Callbox,-45,-5230,94164
403,GTO Baseline,48,6442,105836
